"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",6961,5486,"","","JK","Ganderbal"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Ganderbal"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",87,NA,"","","JK","Ganderbal"
"42. Institutional births (%)",98,95.4,"","","JK","Ganderbal"
"43. Institutional births in public facility (%)",95,92,"","","JK","Ganderbal"
"44. Home births that were conducted by skilled health personnel10 (%)",0.9,0.7,"","","JK","Ganderbal"
"45. Births attended by skilled health personnel10 (%)",98.6,96.1,"","","JK","Ganderbal"
"46. Births delivered by caesarean section (%)",47.2,49.9,"","","JK","Ganderbal"
"47. Births in a private health facility that were delivered by caesarean section (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Ganderbal"
"48. Births in a public health facility that were delivered by caesarean section (%)",46.6,51.2,"","","JK","Ganderbal"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",81.2,82.9,"","","JK","Ganderbal"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",88.1,93.8,"","","JK","Ganderbal"
"51. Children age 12-23 months who have received BCG (%)",98.7,96.2,"","","JK","Ganderbal"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",88.9,89.2,"","","JK","Ganderbal"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",90.8,91.1,"","","JK","Ganderbal"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",93.2,94.2,"","","JK","Ganderbal"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",51.9,NA,"","","JK","Ganderbal"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",10.8,NA,"","","JK","Ganderbal"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",90.7,76.8,"","","JK","Ganderbal"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",83.6,79,"","","JK","Ganderbal"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,100,"","","JK","Ganderbal"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,0,"","","JK","Ganderbal"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",4.7,9.1,"","","JK","Ganderbal"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,85.8,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","JK","Ganderbal"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,28.7,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","JK","Ganderbal"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,94.7,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","JK","Ganderbal"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.3,10.2,"","","JK","Ganderbal"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",62.3,94.3,"Based on 25-49 unweighted cases","","JK","Ganderbal"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",61.2,44.4,"","","JK","Ganderbal"
"68. Children under age 6 months exclusively breastfed16 (%)",64,76.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","JK","Ganderbal"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Ganderbal"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",12,27.6,"","","JK","Ganderbal"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Ganderbal"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",13.1,27.2,"","","JK","Ganderbal"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",18.5,24.4,"","","JK","Ganderbal"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",25.9,4.6,"","","JK","Ganderbal"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",13.3,1.9,"","","JK","Ganderbal"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",20.1,8.3,"","","JK","Ganderbal"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",11.8,1.8,"","","JK","Ganderbal"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",7.7,9,"","","JK","Ganderbal"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",34.2,33.8,"","","JK","Ganderbal"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",75,NA,"","","JK","Ganderbal"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",89.8,52.7,"","","JK","Ganderbal"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",77.9,52.8,"","","JK","Ganderbal"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",63,52.8,"Based on 25-49 unweighted cases","","JK","Ganderbal"
"84. All women age 15-49 years who are anaemic22 (%)",77.2,52.8,"","","JK","Ganderbal"
"85. All women age 15-19 years who are anaemic22 (%)",83.7,58.2,"","","JK","Ganderbal"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",4.2,NA,"","","JK","Ganderbal"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",3.8,NA,"","","JK","Ganderbal"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",9.7,NA,"","","JK","Ganderbal"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",4.3,NA,"","","JK","Ganderbal"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",2,NA,"","","JK","Ganderbal"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",7.8,NA,"","","JK","Ganderbal"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.7,NA,"","","JK","Ganderbal"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.2,NA,"","","JK","Ganderbal"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",21.5,NA,"","","JK","Ganderbal"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.9,NA,"","","JK","Ganderbal"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3,NA,"","","JK","Ganderbal"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",19.1,NA,"","","JK","Ganderbal"
"98.Ever undergone a screening test for cervical cancer (%)",0.4,NA,"","","JK","Ganderbal"
"99.Ever undergone a breast examination for breast cancer (%)",0,NA,"","","JK","Ganderbal"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.1,NA,"","","JK","Ganderbal"
"101. Women age 15 years and above who use any kind of tobacco (%)",6.3,NA,"","","JK","Ganderbal"
"102. Men age 15 years and above who use any kind of tobacco (%)",36.3,NA,"","","JK","Ganderbal"
"103. Women age 15 years and above who consume alcohol (%)",0.2,NA,"","","JK","Ganderbal"
"104. Men age 15 years and above who consume alcohol (%)",0.1,NA,"","","JK","Ganderbal"
"1. Female population age 6 years and above who ever attended school (%)",84,79.7,"","","JK","Jammu"
"2. Population below age 15 years (%)",22.2,24.5,"","","JK","Jammu"
"3. Sex ratio of the total population (females per 1,000 males)",939,966,"","","JK","Jammu"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",892,760,"","","JK","Jammu"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",96.1,96.5,"","","JK","Jammu"
"6. Deaths in the last 3 years registered with the civil authority (%)",80.8,NA,"","","JK","Jammu"
"7. Population living in households with electricity (%)",100,99.9,"","","JK","Jammu"
"8. Population living in households with an improved drinking-water source1 (%)",99.9,97.3,"","","JK","Jammu"
"9. Population living in households that use an improved sanitation facility2 (%)",81.2,64.5,"","","JK","Jammu"
"10. Households using clean fuel for cooking3 (%)",87.9,73.4,"","","JK","Jammu"
"11. Households using iodized salt (%)",98.9,99.8,"","","JK","Jammu"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",23.3,11.9,"","","JK","Jammu"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",6.6,NA,"","","JK","Jammu"
"14. Women who are literate4 (%)",91.5,NA,"","","JK","Jammu"
"15. Women with 10 or more years of schooling (%)",70.8,52.9,"","","JK","Jammu"
"16. Women age 20-24 years married before age 18 years (%)",5.3,6.9,"","","JK","Jammu"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0,0.8,"","","JK","Jammu"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",0,4.6,"","","JK","Jammu"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",95.3,78.6,"","","JK","Jammu"
"20. Any method6 (%)",67.9,63.8,"","","JK","Jammu"
"21. Any modern method6 (%)",57.1,54.2,"","","JK","Jammu"
"22. Female sterilization (%)",19.7,27.9,"","","JK","Jammu"
"23. Male sterilization (%)",0.8,0.2,"","","JK","Jammu"
"24. IUD/PPIUD (%)",6.9,1.7,"","","JK","Jammu"
"25. Pill (%)",9.7,4.6,"","","JK","Jammu"
"26. Condom (%)",17.3,19.3,"","","JK","Jammu"
"27. Injectables (%)",1.8,0.6,"","","JK","Jammu"
"28. Total unmet need7 (%)",6.7,12.4,"","","JK","Jammu"
"29. Unmet need for spacing7 (%)",2.9,4.6,"","","JK","Jammu"
"30. Health worker ever talked to female non-users about family planning (%)",6.8,21,"","","JK","Jammu"
"31. Current users ever told about side effects of current method8 (%)",73.1,55.4,"","","JK","Jammu"
"32. Mothers who had an antenatal check-up in the first trimester (%)",93.2,84.4,"","","JK","Jammu"
"33. Mothers who had at least 4 antenatal care visits (%)",95.4,83.9,"","","JK","Jammu"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",92,91.6,"","","JK","Jammu"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",51.4,56.7,"","","JK","Jammu"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",27.3,45.4,"","","JK","Jammu"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",99,89.3,"","","JK","Jammu"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",92.2,84.3,"","","JK","Jammu"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",4714,4300,"","","JK","Jammu"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Jammu"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",86,NA,"","","JK","Jammu"
"42. Institutional births (%)",96.5,91.8,"","","JK","Jammu"
"43. Institutional births in public facility (%)",88.7,84.2,"","","JK","Jammu"
"44. Home births that were conducted by skilled health personnel10 (%)",0.5,1,"","","JK","Jammu"
"45. Births attended by skilled health personnel10 (%)",97,95.2,"","","JK","Jammu"
"46. Births delivered by caesarean section (%)",43.3,28.4,"","","JK","Jammu"
"47. Births in a private health facility that were delivered by caesarean section (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Jammu"
"48. Births in a public health facility that were delivered by caesarean section (%)",41.8,26.1,"","","JK","Jammu"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",84.1,77.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","JK","Jammu"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",100,83,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","JK","Jammu"
"51. Children age 12-23 months who have received BCG (%)",95.5,98.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","JK","Jammu"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",84.1,84.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","JK","Jammu"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",95.5,92.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","JK","Jammu"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",90.8,88.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","JK","Jammu"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",16.5,NA,"Based on 25-49 unweighted cases","","JK","Jammu"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",0,NA,"Based on 25-49 unweighted cases","","JK","Jammu"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",88.5,63.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","JK","Jammu"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",85.6,58.2,"","","JK","Jammu"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,89.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","JK","Jammu"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","JK","Jammu"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",2.7,2.4,"","","JK","Jammu"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Jammu"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Jammu"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Jammu"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",3.6,3.4,"","","JK","Jammu"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,71.1,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","JK","Jammu"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",51.4,50.8,"","","JK","Jammu"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,75.8,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","JK","Jammu"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Jammu"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",10.8,29,"","","JK","Jammu"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Jammu"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",12.9,32.5,"","","JK","Jammu"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",27,23.2,"","","JK","Jammu"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",18,13.7,"","","JK","Jammu"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",10.4,7.3,"","","JK","Jammu"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",17.6,16.6,"","","JK","Jammu"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",7.3,7.8,"","","JK","Jammu"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",4.2,14.1,"","","JK","Jammu"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",38.3,36.9,"","","JK","Jammu"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",90,NA,"","","JK","Jammu"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",68.4,33.7,"","","JK","Jammu"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",68.2,35.5,"","","JK","Jammu"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",41.7,37.2,"","Based on 25-49 unweighted cases","JK","Jammu"
"84. All women age 15-49 years who are anaemic22 (%)",66.6,35.6,"","","JK","Jammu"
"85. All women age 15-19 years who are anaemic22 (%)",72.4,34.5,"","","JK","Jammu"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",3.6,NA,"","","JK","Jammu"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",4.2,NA,"","","JK","Jammu"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",9.9,NA,"","","JK","Jammu"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",3.5,NA,"","","JK","Jammu"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",3.6,NA,"","","JK","Jammu"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",8.6,NA,"","","JK","Jammu"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.4,NA,"","","JK","Jammu"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.6,NA,"","","JK","Jammu"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",20.5,NA,"","","JK","Jammu"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13.3,NA,"","","JK","Jammu"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.9,NA,"","","JK","Jammu"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",22.6,NA,"","","JK","Jammu"
"98.Ever undergone a screening test for cervical cancer (%)",0,NA,"","","JK","Jammu"
"99.Ever undergone a breast examination for breast cancer (%)",0,NA,"","","JK","Jammu"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0,NA,"","","JK","Jammu"
"101. Women age 15 years and above who use any kind of tobacco (%)",0.8,NA,"","","JK","Jammu"
"102. Men age 15 years and above who use any kind of tobacco (%)",25.7,NA,"","","JK","Jammu"
"103. Women age 15 years and above who consume alcohol (%)",0.3,NA,"","","JK","Jammu"
"104. Men age 15 years and above who consume alcohol (%)",25.5,NA,"","","JK","Jammu"
"1. Female population age 6 years and above who ever attended school (%)",77.4,71.6,"","","JK","Kathua"
"2. Population below age 15 years (%)",19.8,24.2,"","","JK","Kathua"
"3. Sex ratio of the total population (females per 1,000 males)",894,905,"","","JK","Kathua"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1100,804,"","","JK","Kathua"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",99.6,95.1,"","","JK","Kathua"
"6. Deaths in the last 3 years registered with the civil authority (%)",68.7,NA,"Based on 25-49 unweighted cases","","JK","Kathua"
"7. Population living in households with electricity (%)",99.7,99.7,"","","JK","Kathua"
"8. Population living in households with an improved drinking-water source1 (%)",96.1,83.9,"","","JK","Kathua"
"9. Population living in households that use an improved sanitation facility2 (%)",75.4,41.7,"","","JK","Kathua"
"10. Households using clean fuel for cooking3 (%)",68.5,40.4,"","","JK","Kathua"
"11. Households using iodized salt (%)",98,95.2,"","","JK","Kathua"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",7,5.1,"","","JK","Kathua"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",0,NA,"Based on 25-49 unweighted cases","","JK","Kathua"
"14. Women who are literate4 (%)",87.7,NA,"","","JK","Kathua"
"15. Women with 10 or more years of schooling (%)",64.9,44.9,"","","JK","Kathua"
"16. Women age 20-24 years married before age 18 years (%)",1.4,7,"","","JK","Kathua"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0,1.6,"","","JK","Kathua"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",0,1.2,"","","JK","Kathua"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",85.4,53.7,"","","JK","Kathua"
"20. Any method6 (%)",74.9,74.1,"","","JK","Kathua"
"21. Any modern method6 (%)",72.7,62.3,"","","JK","Kathua"
"22. Female sterilization (%)",40.1,35.3,"","","JK","Kathua"
"23. Male sterilization (%)",0.7,0.6,"","","JK","Kathua"
"24. IUD/PPIUD (%)",1.1,1.8,"","","JK","Kathua"
"25. Pill (%)",3.7,4.4,"","","JK","Kathua"
"26. Condom (%)",25.9,19.6,"","","JK","Kathua"
"27. Injectables (%)",0.5,0.6,"","","JK","Kathua"
"28. Total unmet need7 (%)",4.2,10.1,"","","JK","Kathua"
"29. Unmet need for spacing7 (%)",3.6,3.5,"","","JK","Kathua"
"30. Health worker ever talked to female non-users about family planning (%)",28.7,19.8,"","","JK","Kathua"
"31. Current users ever told about side effects of current method8 (%)",74.5,67.5,"","","JK","Kathua"
"32. Mothers who had an antenatal check-up in the first trimester (%)",83.2,82.7,"","","JK","Kathua"
"33. Mothers who had at least 4 antenatal care visits (%)",31.6,93.3,"","","JK","Kathua"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",89.4,89.7,"","","JK","Kathua"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",32.6,56.6,"","","JK","Kathua"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",20.1,35.7,"","","JK","Kathua"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.1,96.6,"","","JK","Kathua"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",81.2,81.8,"","","JK","Kathua"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",5661,3380,"","","JK","Kathua"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Kathua"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",77.1,NA,"","","JK","Kathua"
"42. Institutional births (%)",97.1,92,"","","JK","Kathua"
"43. Institutional births in public facility (%)",93.8,89.3,"","","JK","Kathua"
"44. Home births that were conducted by skilled health personnel10 (%)",1.9,3.1,"","","JK","Kathua"
"45. Births attended by skilled health personnel10 (%)",98.5,95.4,"","","JK","Kathua"
"46. Births delivered by caesarean section (%)",29.9,21.8,"","","JK","Kathua"
"47. Births in a private health facility that were delivered by caesarean section (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Kathua"
"48. Births in a public health facility that were delivered by caesarean section (%)",28.9,22.3,"","","JK","Kathua"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",100,82.5,"Based on 25-49 unweighted cases","","JK","Kathua"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",100,84.7,"Based on 25-49 unweighted cases","","JK","Kathua"
"51. Children age 12-23 months who have received BCG (%)",100,95.6,"Based on 25-49 unweighted cases","","JK","Kathua"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",100,94.2,"Based on 25-49 unweighted cases","","JK","Kathua"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",100,94.3,"Based on 25-49 unweighted cases","","JK","Kathua"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",100,89.8,"Based on 25-49 unweighted cases","","JK","Kathua"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",37.9,NA,"Based on 25-49 unweighted cases","","JK","Kathua"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",0,NA,"Based on 25-49 unweighted cases","","JK","Kathua"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",91.8,72.2,"Based on 25-49 unweighted cases","","JK","Kathua"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",88.3,51.8,"","","JK","Kathua"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,100,"Based on 25-49 unweighted cases","","JK","Kathua"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,0,"Based on 25-49 unweighted cases","","JK","Kathua"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",2.1,3.5,"","","JK","Kathua"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Kathua"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Kathua"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Kathua"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1,0.9,"","","JK","Kathua"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Kathua"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",67.5,48.8,"","","JK","Kathua"
"68. Children under age 6 months exclusively breastfed16 (%)",68.1,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Kathua"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,45,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","JK","Kathua"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",17.8,24,"Based on 25-49 unweighted cases","","JK","Kathua"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","JK","Kathua"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",24.6,23.4,"Based on 25-49 unweighted cases","","JK","Kathua"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",21.8,31.5,"","","JK","Kathua"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",22.5,15.3,"","","JK","Kathua"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",13.1,4.2,"","","JK","Kathua"
