"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",87.9,49.4,"","Based on 25-49 unweighted cases","BR","Jehanabad"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",3.4,1.7,"","","BR","Jehanabad"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",78,68.1,"","","BR","Jehanabad"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",45.1,50,"","","BR","Jehanabad"
"68. Children under age 6 months exclusively breastfed16 (%)",32.8,35.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Jehanabad"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",47.5,43.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Jehanabad"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",6.4,13.3,"","","BR","Jehanabad"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","BR","Jehanabad"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",6.6,14.6,"","","BR","Jehanabad"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",41.3,52.1,"","","BR","Jehanabad"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",36.6,19.6,"","","BR","Jehanabad"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",15.2,8.5,"","","BR","Jehanabad"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",51.7,47.1,"","","BR","Jehanabad"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",1.8,0.8,"","","BR","Jehanabad"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",27.2,30.6,"","","BR","Jehanabad"
"79. Women who are overweight or obese (BMI â‰¥25.0 kg/m2)21 (%)",14.3,10.9,"","","BR","Jehanabad"
"80. Women who have high risk waist-to-hip ratio (â‰¥0.85) (%)",57.4,NA,"","","BR","Jehanabad"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",61.9,61.4,"","","BR","Jehanabad"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",67.8,56.9,"","","BR","Jehanabad"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",72.1,55.1,"","","BR","Jehanabad"
"84. All women age 15-49 years who are anaemic22 (%)",68.1,56.7,"","","BR","Jehanabad"
"85. All women age 15-19 years who are anaemic22 (%)",72.3,59.2,"","","BR","Jehanabad"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.9,NA,"","","BR","Jehanabad"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",4.7,NA,"","","BR","Jehanabad"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",11.9,NA,"","","BR","Jehanabad"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9,NA,"","","BR","Jehanabad"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",6.5,NA,"","","BR","Jehanabad"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",16,NA,"","","BR","Jehanabad"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",8.9,NA,"","","BR","Jehanabad"
"93. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",2.6,NA,"","","BR","Jehanabad"
"94. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",13.4,NA,"","","BR","Jehanabad"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",8,NA,"","","BR","Jehanabad"
"96. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",2.3,NA,"","","BR","Jehanabad"
"97. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",12,NA,"","","BR","Jehanabad"
"98.Ever undergone a screening test for cervical cancer (%)",1.6,NA,"","","BR","Jehanabad"
"99.Ever undergone a breast examination for breast cancer (%)",0.2,NA,"","","BR","Jehanabad"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.2,NA,"","","BR","Jehanabad"
"101. Women age 15 years and above who use any kind of tobacco (%)",5.5,NA,"","","BR","Jehanabad"
"102. Men age 15 years and above who use any kind of tobacco (%)",49.1,NA,"","","BR","Jehanabad"
"103. Women age 15 years and above who consume alcohol (%)",1.1,NA,"","","BR","Jehanabad"
"104. Men age 15 years and above who consume alcohol (%)",28.5,NA,"","","BR","Jehanabad"
"1. Female population age 6 years and above who ever attended school (%)",62.3,61.4,"","","BR","Kaimur (Bhabua)"
"2. Population below age 15 years (%)",35.8,38.2,"","","BR","Kaimur (Bhabua)"
"3. Sex ratio of the total population (females per 1,000 males)",1018,1027,"","","BR","Kaimur (Bhabua)"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",944,893,"","","BR","Kaimur (Bhabua)"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",77.9,62.6,"","","BR","Kaimur (Bhabua)"
"6. Deaths in the last 3 years registered with the civil authority (%)",41.3,NA,"","","BR","Kaimur (Bhabua)"
"7. Population living in households with electricity (%)",96.7,74.7,"","","BR","Kaimur (Bhabua)"
"8. Population living in households with an improved drinking-water source1 (%)",98,95.8,"","","BR","Kaimur (Bhabua)"
"9. Population living in households that use an improved sanitation facility2 (%)",59.1,22,"","","BR","Kaimur (Bhabua)"
"10. Households using clean fuel for cooking3 (%)",29,13.8,"","","BR","Kaimur (Bhabua)"
"11. Households using iodized salt (%)",93.7,96.5,"","","BR","Kaimur (Bhabua)"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",18.1,20,"","","BR","Kaimur (Bhabua)"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",6.1,NA,"","","BR","Kaimur (Bhabua)"
"14. Women who are literate4 (%)",66,NA,"","","BR","Kaimur (Bhabua)"
"15. Women with 10 or more years of schooling (%)",29.5,28.8,"","","BR","Kaimur (Bhabua)"
"16. Women age 20-24 years married before age 18 years (%)",27.1,37.7,"","","BR","Kaimur (Bhabua)"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",6.5,6.5,"","","BR","Kaimur (Bhabua)"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",2.6,8.8,"","","BR","Kaimur (Bhabua)"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",58.9,36.5,"","","BR","Kaimur (Bhabua)"
"20. Any method6 (%)",78.6,34.1,"","","BR","Kaimur (Bhabua)"
"21. Any modern method6 (%)",59.7,34.1,"","","BR","Kaimur (Bhabua)"
"22. Female sterilization (%)",44,32.2,"","","BR","Kaimur (Bhabua)"
"23. Male sterilization (%)",0.1,0,"","","BR","Kaimur (Bhabua)"
"24. IUD/PPIUD (%)",0.4,0.5,"","","BR","Kaimur (Bhabua)"
"25. Pill (%)",3.5,0.5,"","","BR","Kaimur (Bhabua)"
"26. Condom (%)",7.3,0.9,"","","BR","Kaimur (Bhabua)"
"27. Injectables (%)",1.7,0.2,"","","BR","Kaimur (Bhabua)"
"28. Total unmet need7 (%)",3.7,19.2,"","","BR","Kaimur (Bhabua)"
"29. Unmet need for spacing7 (%)",1.7,8.4,"","","BR","Kaimur (Bhabua)"
"30. Health worker ever talked to female non-users about family planning (%)",45.1,7.5,"","","BR","Kaimur (Bhabua)"
"31. Current users ever told about side effects of current method8 (%)",62.6,23.2,"","","BR","Kaimur (Bhabua)"
"32. Mothers who had an antenatal check-up in the first trimester (%)",62.4,30,"","","BR","Kaimur (Bhabua)"
"33. Mothers who had at least 4 antenatal care visits (%)",25.6,10.1,"","","BR","Kaimur (Bhabua)"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",93.5,92.8,"","","BR","Kaimur (Bhabua)"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",11.2,3.3,"","","BR","Kaimur (Bhabua)"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",3.6,0.5,"","","BR","Kaimur (Bhabua)"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",97.2,73.9,"","","BR","Kaimur (Bhabua)"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",81.6,56.1,"","","BR","Kaimur (Bhabua)"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",1671,1232,"","","BR","Kaimur (Bhabua)"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",1.6,0,"","","BR","Kaimur (Bhabua)"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",77,NA,"","","BR","Kaimur (Bhabua)"
"42. Institutional births (%)",83.3,80.1,"","","BR","Kaimur (Bhabua)"
"43. Institutional births in public facility (%)",63.2,54.5,"","","BR","Kaimur (Bhabua)"
"44. Home births that were conducted by skilled health personnel10 (%)",5.2,3.1,"","","BR","Kaimur (Bhabua)"
"45. Births attended by skilled health personnel10 (%)",86,82.9,"","","BR","Kaimur (Bhabua)"
"46. Births delivered by caesarean section (%)",7.4,5.3,"","","BR","Kaimur (Bhabua)"
"47. Births in a private health facility that were delivered by caesarean section (%)",31.9,18.4,"","","BR","Kaimur (Bhabua)"
"48. Births in a public health facility that were delivered by caesarean section (%)",1.6,1.1,"","","BR","Kaimur (Bhabua)"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",88.9,70.5,"","","BR","Kaimur (Bhabua)"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",90.4,79.6,"","","BR","Kaimur (Bhabua)"
"51. Children age 12-23 months who have received BCG (%)",98.2,96.7,"","","BR","Kaimur (Bhabua)"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",89.9,80.7,"","","BR","Kaimur (Bhabua)"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",91.4,90.7,"","","BR","Kaimur (Bhabua)"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",93.5,85.2,"","","BR","Kaimur (Bhabua)"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",32.1,NA,"","","BR","Kaimur (Bhabua)"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",14,NA,"","","BR","Kaimur (Bhabua)"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",87.4,79.3,"","","BR","Kaimur (Bhabua)"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",67.5,48,"","","BR","Kaimur (Bhabua)"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",98.9,98.9,"","","BR","Kaimur (Bhabua)"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",1.1,1.1,"","","BR","Kaimur (Bhabua)"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",3.1,5.1,"","","BR","Kaimur (Bhabua)"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,27.6,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","BR","Kaimur (Bhabua)"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,22.4,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","BR","Kaimur (Bhabua)"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,45,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","BR","Kaimur (Bhabua)"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",4.2,1.3,"","","BR","Kaimur (Bhabua)"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",77.5,57.2,"","","BR","Kaimur (Bhabua)"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",48.5,40.9,"","","BR","Kaimur (Bhabua)"
"68. Children under age 6 months exclusively breastfed16 (%)",45.1,34.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Kaimur (Bhabua)"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,23.4,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","BR","Kaimur (Bhabua)"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",13.1,4.5,"","","BR","Kaimur (Bhabua)"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","BR","Kaimur (Bhabua)"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",13.4,4.5,"","","BR","Kaimur (Bhabua)"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",44.1,53.8,"","","BR","Kaimur (Bhabua)"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",27.3,21.4,"","","BR","Kaimur (Bhabua)"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",15.9,6.9,"","","BR","Kaimur (Bhabua)"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",47.2,48.1,"","","BR","Kaimur (Bhabua)"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",2.5,1.6,"","","BR","Kaimur (Bhabua)"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",25.6,28.6,"","","BR","Kaimur (Bhabua)"
"79. Women who are overweight or obese (BMI â‰¥25.0 kg/m2)21 (%)",11.8,13.7,"","","BR","Kaimur (Bhabua)"
"80. Women who have high risk waist-to-hip ratio (â‰¥0.85) (%)",62.6,NA,"","","BR","Kaimur (Bhabua)"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",71.4,63,"","","BR","Kaimur (Bhabua)"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",70.6,57.3,"","","BR","Kaimur (Bhabua)"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",62.4,64.3,"Based on 25-49 unweighted cases","","BR","Kaimur (Bhabua)"
"84. All women age 15-49 years who are anaemic22 (%)",70.3,57.8,"","","BR","Kaimur (Bhabua)"
"85. All women age 15-19 years who are anaemic22 (%)",70.8,56.9,"","","BR","Kaimur (Bhabua)"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",4.4,NA,"","","BR","Kaimur (Bhabua)"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",2,NA,"","","BR","Kaimur (Bhabua)"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",6.9,NA,"","","BR","Kaimur (Bhabua)"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",6.1,NA,"","","BR","Kaimur (Bhabua)"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",3.4,NA,"","","BR","Kaimur (Bhabua)"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",10.3,NA,"","","BR","Kaimur (Bhabua)"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",7.9,NA,"","","BR","Kaimur (Bhabua)"
"93. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",3.3,NA,"","","BR","Kaimur (Bhabua)"
"94. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",12.3,NA,"","","BR","Kaimur (Bhabua)"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.4,NA,"","","BR","Kaimur (Bhabua)"
"96. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",3.7,NA,"","","BR","Kaimur (Bhabua)"
"97. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",15,NA,"","","BR","Kaimur (Bhabua)"
"98.Ever undergone a screening test for cervical cancer (%)",0,NA,"","","BR","Kaimur (Bhabua)"
"99.Ever undergone a breast examination for breast cancer (%)",0,NA,"","","BR","Kaimur (Bhabua)"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0,NA,"","","BR","Kaimur (Bhabua)"
"101. Women age 15 years and above who use any kind of tobacco (%)",2.8,NA,"","","BR","Kaimur (Bhabua)"
"102. Men age 15 years and above who use any kind of tobacco (%)",50.8,NA,"","","BR","Kaimur (Bhabua)"
"103. Women age 15 years and above who consume alcohol (%)",0.5,NA,"","","BR","Kaimur (Bhabua)"
"104. Men age 15 years and above who consume alcohol (%)",14.1,NA,"","","BR","Kaimur (Bhabua)"
"1. Female population age 6 years and above who ever attended school (%)",57.5,51.5,"","","BR","Katihar"
"2. Population below age 15 years (%)",39,41.2,"","","BR","Katihar"
"3. Sex ratio of the total population (females per 1,000 males)",1053,1039,"","","BR","Katihar"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",888,860,"","","BR","Katihar"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",80.9,62.4,"","","BR","Katihar"
"6. Deaths in the last 3 years registered with the civil authority (%)",36.6,NA,"","","BR","Katihar"
"7. Population living in households with electricity (%)",92,33,"","","BR","Katihar"
"8. Population living in households with an improved drinking-water source1 (%)",99.2,99.5,"","","BR","Katihar"
"9. Population living in households that use an improved sanitation facility2 (%)",44.6,22.7,"","","BR","Katihar"
"10. Households using clean fuel for cooking3 (%)",16.9,10,"","","BR","Katihar"
"11. Households using iodized salt (%)",96.7,97.9,"","","BR","Katihar"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",8.4,15.7,"","","BR","Katihar"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",8.8,NA,"","","BR","Katihar"
"14. Women who are literate4 (%)",49.7,NA,"","","BR","Katihar"
"15. Women with 10 or more years of schooling (%)",19.8,15.2,"","","BR","Katihar"
"16. Women age 20-24 years married before age 18 years (%)",49.4,39.2,"","","BR","Katihar"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",4.4,4.7,"","","BR","Katihar"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",16.1,14.3,"","","BR","Katihar"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",49.5,29.5,"","","BR","Katihar"
"20. Any method6 (%)",33.8,26.6,"","","BR","Katihar"
"21. Any modern method6 (%)",26.4,26.6,"","","BR","Katihar"
"22. Female sterilization (%)",18.4,24.9,"","","BR","Katihar"
"23. Male sterilization (%)",0.1,0,"","","BR","Katihar"
"24. IUD/PPIUD (%)",0.5,0.5,"","","BR","Katihar"
"25. Pill (%)",3.4,0.2,"","","BR","Katihar"
"26. Condom (%)",1.7,1,"","","BR","Katihar"
"27. Injectables (%)",1.3,0,"","","BR","Katihar"
"28. Total unmet need7 (%)",22.4,22.3,"","","BR","Katihar"
"29. Unmet need for spacing7 (%)",9.2,9.4,"","","BR","Katihar"
"30. Health worker ever talked to female non-users about family planning (%)",22.6,11.3,"","","BR","Katihar"
"31. Current users ever told about side effects of current method8 (%)",57.5,36,"","","BR","Katihar"
"32. Mothers who had an antenatal check-up in the first trimester (%)",40.9,33.3,"","","BR","Katihar"
"33. Mothers who had at least 4 antenatal care visits (%)",15.3,8.9,"","","BR","Katihar"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",84.4,92.3,"","","BR","Katihar"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",16.2,6.5,"","","BR","Katihar"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",8.4,0.8,"","","BR","Katihar"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",91.7,73.8,"","","BR","Katihar"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",41.7,40.3,"","","BR","Katihar"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2333,1139,"","","BR","Katihar"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",1.6,1.2,"","","BR","Katihar"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",44.3,NA,"","","BR","Katihar"
"42. Institutional births (%)",66.9,51.8,"","","BR","Katihar"
"43. Institutional births in public facility (%)",59.9,44.5,"","","BR","Katihar"
"44. Home births that were conducted by skilled health personnel10 (%)",9.3,5.8,"","","BR","Katihar"
"45. Births attended by skilled health personnel10 (%)",73.8,57.2,"","","BR","Katihar"
"46. Births delivered by caesarean section (%)",4,3.2,"","","BR","Katihar"
"47. Births in a private health facility that were delivered by caesarean section (%)",37.8,38.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Katihar"
"48. Births in a public health facility that were delivered by caesarean section (%)",2.3,0.8,"","","BR","Katihar"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",73.7,71.2,"","","BR","Katihar"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",82.6,79.5,"","","BR","Katihar"
"51. Children age 12-23 months who have received BCG (%)",93.2,96.5,"","","BR","Katihar"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",79.1,79.7,"","","BR","Katihar"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",84.1,85.6,"","","BR","Katihar"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",83.9,86.4,"","","BR","Katihar"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",26.1,NA,"","","BR","Katihar"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",3.1,NA,"","","BR","Katihar"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",78.3,55,"","","BR","Katihar"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",50.2,64.5,"","","BR","Katihar"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",92.1,98.1,"","","BR","Katihar"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0.9,1.9,"","","BR","Katihar"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",10.6,10.6,"","","BR","Katihar"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",60.4,44.6,"","","BR","Katihar"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",17.1,7.9,"","","BR","Katihar"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",64.6,51.5,"","","BR","Katihar"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.1,2.8,"","","BR","Katihar"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",66,66.2,"","","BR","Katihar"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",25.8,44.2,"","","BR","Katihar"
"68. Children under age 6 months exclusively breastfed16 (%)",36.1,62.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Katihar"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",53.1,25.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Katihar"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",13.6,8.3,"","","BR","Katihar"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","BR","Katihar"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",13.8,7.9,"","","BR","Katihar"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",43.9,49.2,"","","BR","Katihar"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",23.5,20.7,"","","BR","Katihar"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",8.7,6.1,"","","BR","Katihar"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",48.1,45.1,"","","BR","Katihar"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",1.4,1.2,"","","BR","Katihar"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",26.4,32.4,"","","BR","Katihar"
"79. Women who are overweight or obese (BMI â‰¥25.0 kg/m2)21 (%)",13.1,8,"","","BR","Katihar"
"80. Women who have high risk waist-to-hip ratio (â‰¥0.85) (%)",62.1,NA,"","","BR","Katihar"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",65.6,61.3,"","","BR","Katihar"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",68.9,64.3,"","","BR","Katihar"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",61,57.8,"","","BR","Katihar"
"84. All women age 15-49 years who are anaemic22 (%)",68.4,63.8,"","","BR","Katihar"
"85. All women age 15-19 years who are anaemic22 (%)",66.7,65.7,"","","BR","Katihar"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.5,NA,"","","BR","Katihar"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",6.3,NA,"","","BR","Katihar"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",14.4,NA,"","","BR","Katihar"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.1,NA,"","","BR","Katihar"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",8.8,NA,"","","BR","Katihar"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",19.6,NA,"","","BR","Katihar"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",6,NA,"","","BR","Katihar"
"93. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",4,NA,"","","BR","Katihar"
"94. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",17,NA,"","","BR","Katihar"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",8.5,NA,"","","BR","Katihar"
"96. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",2.9,NA,"","","BR","Katihar"
"97. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",17.8,NA,"","","BR","Katihar"
"98.Ever undergone a screening test for cervical cancer (%)",0,NA,"","","BR","Katihar"
"99.Ever undergone a breast examination for breast cancer (%)",0,NA,"","","BR","Katihar"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0,NA,"","","BR","Katihar"
"101. Women age 15 years and above who use any kind of tobacco (%)",6.1,NA,"","","BR","Katihar"
"102. Men age 15 years and above who use any kind of tobacco (%)",49.2,NA,"","","BR","Katihar"
