"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",8.4,17.7,"","Based on 25-49 unweighted cases","KL","Kannur"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",0.7,3.6,"","","KL","Kannur"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kannur"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kannur"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kannur"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",3.3,0.6,"","","KL","Kannur"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",81.2,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kannur"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",63.8,74.9,"","","KL","Kannur"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kannur"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kannur"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",39.9,20.4,"","","KL","Kannur"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kannur"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",38.4,20.1,"","","KL","Kannur"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",19.4,25.3,"","","KL","Kannur"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",14,10.2,"","","KL","Kannur"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",6.9,3.5,"","","KL","Kannur"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",17.9,10.5,"","","KL","Kannur"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",3,6.7,"","","KL","Kannur"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",8.7,9.7,"","","KL","Kannur"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",32.4,30.1,"","","KL","Kannur"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",72.9,NA,"","","KL","Kannur"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",37.2,44.1,"","","KL","Kannur"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",39.7,38.1,"","","KL","Kannur"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",39.7,20.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Kannur"
"84. All women age 15-49 years who are anaemic22 (%)",39.7,37.3,"","","KL","Kannur"
"85. All women age 15-19 years who are anaemic22 (%)",30.4,39.9,"","","KL","Kannur"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",10.5,NA,"","","KL","Kannur"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",11.1,NA,"","","KL","Kannur"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",23.8,NA,"","","KL","Kannur"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",10.2,NA,"","","KL","Kannur"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",11.6,NA,"","","KL","Kannur"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",25,NA,"","","KL","Kannur"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",17.2,NA,"","","KL","Kannur"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",7.6,NA,"","","KL","Kannur"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",31,NA,"","","KL","Kannur"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",23.3,NA,"","","KL","Kannur"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.8,NA,"","","KL","Kannur"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",34.8,NA,"","","KL","Kannur"
"98. Ever undergone a screening test for cervical cancer (%)",2.9,NA,"","","KL","Kannur"
"99. Ever undergone a breast examination for breast cancer (%)",2.1,NA,"","","KL","Kannur"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.3,NA,"","","KL","Kannur"
"101. Women age 15 years and above who use any kind of tobacco (%)",1.7,NA,"","","KL","Kannur"
"102. Men age 15 years and above who use any kind of tobacco (%)",12.9,NA,"","","KL","Kannur"
"103. Women age 15 years and above who consume alcohol (%)",0.1,NA,"","","KL","Kannur"
"104. Men age 15 years and above who consume alcohol (%)",14.1,NA,"","","KL","Kannur"
"1. Female population age 6 years and above who ever attended school (%)",90.8,88.8,"","","KL","Kasaragod"
"2. Population below age 15 years (%)",24.1,22.5,"","","KL","Kasaragod"
"3. Sex ratio of the total population (females per 1,000 males)",1134,1041,"","","KL","Kasaragod"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",984,981,"","","KL","Kasaragod"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",99.1,98.4,"","","KL","Kasaragod"
"6. Deaths in the last 3 years registered with the civil authority (%)",95.5,NA,"","","KL","Kasaragod"
"7. Population living in households with electricity (%)",99.5,99.1,"","","KL","Kasaragod"
"8. Population living in households with an improved drinking-water source1 (%)",93.2,92.7,"","","KL","Kasaragod"
"9. Population living in households that use an improved sanitation facility2 (%)",98.9,98,"","","KL","Kasaragod"
"10. Households using clean fuel for cooking3 (%)",73.5,52.9,"","","KL","Kasaragod"
"11. Households using iodized salt (%)",99.6,94.2,"","","KL","Kasaragod"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",44,37.5,"","","KL","Kasaragod"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",9.6,NA,"","","KL","Kasaragod"
"14. Women who are literate4 (%)",95.9,NA,"","","KL","Kasaragod"
"15. Women with 10 or more years of schooling (%)",68.3,61.9,"","","KL","Kasaragod"
"16. Women age 20-24 years married before age 18 years (%)",4.7,4,"","","KL","Kasaragod"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",1.4,0.5,"","","KL","Kasaragod"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",3.7,3.3,"","","KL","Kasaragod"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",93.9,92.8,"","","KL","Kasaragod"
"20. Any method6 (%)",56.4,42.6,"","","KL","Kasaragod"
"21. Any modern method6 (%)",46.6,37.5,"","","KL","Kasaragod"
"22. Female sterilization (%)",39,34.2,"","","KL","Kasaragod"
"23. Male sterilization (%)",0.2,0,"","","KL","Kasaragod"
"24. IUD/PPIUD (%)",2.4,1.4,"","","KL","Kasaragod"
"25. Pill (%)",0,0.2,"","","KL","Kasaragod"
"26. Condom (%)",3.5,1.6,"","","KL","Kasaragod"
"27. Injectables (%)",0,0.2,"","","KL","Kasaragod"
"28. Total unmet need7 (%)",12.5,15.2,"","","KL","Kasaragod"
"29. Unmet need for spacing7 (%)",6.4,10.4,"","","KL","Kasaragod"
"30. Health worker ever talked to female non-users about family planning (%)",23.9,25.2,"","","KL","Kasaragod"
"31. Current users ever told about side effects of current method8 (%)",69.1,59.4,"","Based on 25-49 unweighted cases","KL","Kasaragod"
"32. Mothers who had an antenatal check-up in the first trimester (%)",97.4,95.9,"","","KL","Kasaragod"
"33. Mothers who had at least 4 antenatal care visits (%)",91.2,90.9,"","","KL","Kasaragod"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",99.2,97.9,"","","KL","Kasaragod"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",89.4,72.2,"","","KL","Kasaragod"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",83.7,54.6,"","","KL","Kasaragod"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",92.8,87.1,"","","KL","Kasaragod"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",95,88,"","","KL","Kasaragod"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3778,NA,"","Based on 25-49 unweighted cases","KL","Kasaragod"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kasaragod"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",95.9,NA,"","","KL","Kasaragod"
"42. Institutional births (%)",100,100,"","","KL","Kasaragod"
"43. Institutional births in public facility (%)",29.9,28.5,"","","KL","Kasaragod"
"44. Home births that were conducted by skilled health personnel10 (%)",0,0,"","","KL","Kasaragod"
"45. Births attended by skilled health personnel10 (%)",100,100,"","","KL","Kasaragod"
"46. Births delivered by caesarean section (%)",28.8,26.3,"","","KL","Kasaragod"
"47. Births in a private health facility that were delivered by caesarean section (%)",28.9,28.4,"","","KL","Kasaragod"
"48. Births in a public health facility that were delivered by caesarean section (%)",28.4,21.1,"","","KL","Kasaragod"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",92.5,91.8,"","Based on 25-49 unweighted cases","KL","Kasaragod"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",98,93.4,"","Based on 25-49 unweighted cases","KL","Kasaragod"
"51. Children age 12-23 months who have received BCG (%)",98.6,98,"","Based on 25-49 unweighted cases","KL","Kasaragod"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",94.4,93.8,"","Based on 25-49 unweighted cases","KL","Kasaragod"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",96.6,93.5,"","Based on 25-49 unweighted cases","KL","Kasaragod"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",97.3,93.5,"","Based on 25-49 unweighted cases","KL","Kasaragod"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",9.3,NA,"","","KL","Kasaragod"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",24.7,NA,"","","KL","Kasaragod"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",95.3,90,"","Based on 25-49 unweighted cases","KL","Kasaragod"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",83.4,64.3,"","","KL","Kasaragod"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",88.3,80.7,"","Based on 25-49 unweighted cases","KL","Kasaragod"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",11.7,19.3,"","Based on 25-49 unweighted cases","KL","Kasaragod"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",1.9,6.7,"","","KL","Kasaragod"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kasaragod"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kasaragod"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kasaragod"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0.3,1.2,"","","KL","Kasaragod"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",97,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kasaragod"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",86.1,59.8,"","","KL","Kasaragod"
"68. Children under age 6 months exclusively breastfed16 (%)",68.2,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kasaragod"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kasaragod"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",9.4,25.2,"","","KL","Kasaragod"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kasaragod"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",12.2,28.3,"","","KL","Kasaragod"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",25.3,18.7,"","","KL","Kasaragod"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",12.6,9.7,"","","KL","Kasaragod"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",5.7,3.2,"","","KL","Kasaragod"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",21.4,13.9,"","","KL","Kasaragod"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",1.6,0.4,"","","KL","Kasaragod"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",9.4,13,"","","KL","Kasaragod"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",28.4,27.5,"","","KL","Kasaragod"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",76.8,NA,"","","KL","Kasaragod"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",34.3,37.7,"","","KL","Kasaragod"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",35.6,35,"","","KL","Kasaragod"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",27.3,35.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Kasaragod"
"84. All women age 15-49 years who are anaemic22 (%)",35.4,35,"","","KL","Kasaragod"
"85. All women age 15-19 years who are anaemic22 (%)",39.6,28.6,"","","KL","Kasaragod"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",8.1,NA,"","","KL","Kasaragod"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",10.2,NA,"","","KL","Kasaragod"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",20.4,NA,"","","KL","Kasaragod"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",10,NA,"","","KL","Kasaragod"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",10.2,NA,"","","KL","Kasaragod"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",22.3,NA,"","","KL","Kasaragod"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13.5,NA,"","","KL","Kasaragod"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.3,NA,"","","KL","Kasaragod"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",26.1,NA,"","","KL","Kasaragod"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",15.9,NA,"","","KL","Kasaragod"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.6,NA,"","","KL","Kasaragod"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",26,NA,"","","KL","Kasaragod"
"98. Ever undergone a screening test for cervical cancer (%)",3.5,NA,"","","KL","Kasaragod"
"99. Ever undergone a breast examination for breast cancer (%)",1.7,NA,"","","KL","Kasaragod"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.6,NA,"","","KL","Kasaragod"
"101. Women age 15 years and above who use any kind of tobacco (%)",3.5,NA,"","","KL","Kasaragod"
"102. Men age 15 years and above who use any kind of tobacco (%)",14.2,NA,"","","KL","Kasaragod"
"103. Women age 15 years and above who consume alcohol (%)",0.1,NA,"","","KL","Kasaragod"
"104. Men age 15 years and above who consume alcohol (%)",14.9,NA,"","","KL","Kasaragod"
"1. Female population age 6 years and above who ever attended school (%)",96.6,96.8,"","","KL","Kollam"
"2. Population below age 15 years (%)",18.9,20,"","","KL","Kollam"
"3. Sex ratio of the total population (females per 1,000 males)",1171,1043,"","","KL","Kollam"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1135,851,"","","KL","Kollam"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",100,99.6,"","","KL","Kollam"
"6. Deaths in the last 3 years registered with the civil authority (%)",96.2,NA,"","","KL","Kollam"
"7. Population living in households with electricity (%)",99.8,98.2,"","","KL","Kollam"
"8. Population living in households with an improved drinking-water source1 (%)",95.7,95.4,"","","KL","Kollam"
"9. Population living in households that use an improved sanitation facility2 (%)",97.5,98.1,"","","KL","Kollam"
"10. Households using clean fuel for cooking3 (%)",80.1,58.8,"","","KL","Kollam"
"11. Households using iodized salt (%)",99,99,"","","KL","Kollam"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",56,45.5,"","","KL","Kollam"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",11.8,NA,"Based on 25-49 unweighted cases","","KL","Kollam"
"14. Women who are literate4 (%)",98.2,NA,"","","KL","Kollam"
"15. Women with 10 or more years of schooling (%)",80.6,79.1,"","","KL","Kollam"
"16. Women age 20-24 years married before age 18 years (%)",1.8,3.7,"","","KL","Kollam"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0.7,1,"","","KL","Kollam"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",0,0.8,"","","KL","Kollam"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",99.4,92.3,"","","KL","Kollam"
"20. Any method6 (%)",62.9,53.1,"","","KL","Kollam"
"21. Any modern method6 (%)",60.5,50.6,"","","KL","Kollam"
"22. Female sterilization (%)",57.2,46.2,"","","KL","Kollam"
"23. Male sterilization (%)",0,0,"","","KL","Kollam"
"24. IUD/PPIUD (%)",0.6,1.8,"","","KL","Kollam"
"25. Pill (%)",0.6,0.2,"","","KL","Kollam"
"26. Condom (%)",1.7,2.5,"","","KL","Kollam"
"27. Injectables (%)",0.2,0,"","","KL","Kollam"
"28. Total unmet need7 (%)",11.9,14.5,"","","KL","Kollam"
"29. Unmet need for spacing7 (%)",7.2,8.1,"","","KL","Kollam"
"30. Health worker ever talked to female non-users about family planning (%)",15.1,19,"","","KL","Kollam"
"31. Current users ever told about side effects of current method8 (%)",62,56.9,"","","KL","Kollam"
"32. Mothers who had an antenatal check-up in the first trimester (%)",92.6,94.1,"","","KL","Kollam"
"33. Mothers who had at least 4 antenatal care visits (%)",79.3,88.7,"","","KL","Kollam"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",98.5,96.5,"","","KL","Kollam"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",89,56.7,"","","KL","Kollam"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",81.5,19.8,"","","KL","Kollam"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",94.9,84.8,"","","KL","Kollam"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",91.4,80.9,"","","KL","Kollam"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",6836,10299,"","","KL","Kollam"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kollam"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",89.5,NA,"","","KL","Kollam"
"42. Institutional births (%)",100,99.5,"","","KL","Kollam"
"43. Institutional births in public facility (%)",44.7,41.6,"","","KL","Kollam"
"44. Home births that were conducted by skilled health personnel10 (%)",0,0.5,"","","KL","Kollam"
"45. Births attended by skilled health personnel10 (%)",100,100,"","","KL","Kollam"
"46. Births delivered by caesarean section (%)",49.1,57,"","","KL","Kollam"
"47. Births in a private health facility that were delivered by caesarean section (%)",58.4,60.2,"","","KL","Kollam"
"48. Births in a public health facility that were delivered by caesarean section (%)",37.6,53.3,"","","KL","Kollam"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",85.4,87.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Kollam"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kollam"
"51. Children age 12-23 months who have received BCG (%)",96.3,100,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Kollam"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",95.6,87.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Kollam"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",89.1,98.5,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Kollam"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",89.1,93.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Kollam"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",29.9,NA,"Based on 25-49 unweighted cases","","KL","Kollam"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",11.1,NA,"Based on 25-49 unweighted cases","","KL","Kollam"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",82.1,85,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Kollam"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",93.9,92.1,"","","KL","Kollam"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",90.5,82.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Kollam"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",9.5,17.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Kollam"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",5.5,2.9,"","","KL","Kollam"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kollam"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kollam"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kollam"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",5.4,0.5,"","","KL","Kollam"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",92.5,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kollam"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",61.6,37.4,"","","KL","Kollam"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kollam"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kollam"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",16.7,25.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Kollam"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kollam"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",17.3,24.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KL","Kollam"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",15.5,14.4,"","","KL","Kollam"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",21.4,18.8,"","","KL","Kollam"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",6.9,7.4,"","","KL","Kollam"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",17,14.2,"","","KL","Kollam"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",9.4,3.8,"","","KL","Kollam"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",9.5,6.7,"","","KL","Kollam"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",43.5,38.2,"","","KL","Kollam"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",74.4,NA,"","","KL","Kollam"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",32.5,18.1,"","","KL","Kollam"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",36.7,25.7,"","","KL","Kollam"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KL","Kollam"
"84. All women age 15-49 years who are anaemic22 (%)",36,25.5,"","","KL","Kollam"
"85. All women age 15-19 years who are anaemic22 (%)",24.5,31.2,"","","KL","Kollam"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",8.1,NA,"","","KL","Kollam"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",13.6,NA,"","","KL","Kollam"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",26.2,NA,"","","KL","Kollam"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.5,NA,"","","KL","Kollam"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",16.7,NA,"","","KL","Kollam"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",30.2,NA,"","","KL","Kollam"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",16.3,NA,"","","KL","Kollam"
