"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",68.7,53.2,"","","KA","Chamarajanagar"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",46.4,44.3,"","","KA","Chamarajanagar"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,49.9,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","KA","Chamarajanagar"
"84. All women age 15-49 years who are anaemic22 (%)",46.3,44.5,"","","KA","Chamarajanagar"
"85. All women age 15-19 years who are anaemic22 (%)",52.9,41.1,"","","KA","Chamarajanagar"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.5,NA,"","","KA","Chamarajanagar"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",6.3,NA,"","","KA","Chamarajanagar"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",14.1,NA,"","","KA","Chamarajanagar"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",6,NA,"","","KA","Chamarajanagar"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",8.1,NA,"","","KA","Chamarajanagar"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",14.8,NA,"","","KA","Chamarajanagar"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",16.9,NA,"","","KA","Chamarajanagar"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",9.3,NA,"","","KA","Chamarajanagar"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",28.8,NA,"","","KA","Chamarajanagar"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",18.9,NA,"","","KA","Chamarajanagar"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",9.1,NA,"","","KA","Chamarajanagar"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",29.9,NA,"","","KA","Chamarajanagar"
"98. Ever undergone a screening test for cervical cancer (%)",0.2,NA,"","","KA","Chamarajanagar"
"99. Ever undergone a breast examination for breast cancer (%)",0.2,NA,"","","KA","Chamarajanagar"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.7,NA,"","","KA","Chamarajanagar"
"101. Women age 15 years and above who use any kind of tobacco (%)",2.8,NA,"","","KA","Chamarajanagar"
"102. Men age 15 years and above who use any kind of tobacco (%)",22.4,NA,"","","KA","Chamarajanagar"
"103. Women age 15 years and above who consume alcohol (%)",0.9,NA,"","","KA","Chamarajanagar"
"104. Men age 15 years and above who consume alcohol (%)",20,NA,"","","KA","Chamarajanagar"
"1. Female population age 6 years and above who ever attended school (%)",65.9,63,"","","KA","Chikkaballapura"
"2. Population below age 15 years (%)",21.7,23.4,"","","KA","Chikkaballapura"
"3. Sex ratio of the total population (females per 1,000 males)",1067,1023,"","","KA","Chikkaballapura"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1110,788,"","","KA","Chikkaballapura"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",97.6,95.1,"","","KA","Chikkaballapura"
"6. Deaths in the last 3 years registered with the civil authority (%)",86.4,NA,"","","KA","Chikkaballapura"
"7. Population living in households with electricity (%)",99.9,98,"","","KA","Chikkaballapura"
"8. Population living in households with an improved drinking-water source1 (%)",98.1,98.6,"","","KA","Chikkaballapura"
"9. Population living in households that use an improved sanitation facility2 (%)",84.9,52.5,"","","KA","Chikkaballapura"
"10. Households using clean fuel for cooking3 (%)",89.4,47.3,"","","KA","Chikkaballapura"
"11. Households using iodized salt (%)",95,66.4,"","","KA","Chikkaballapura"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",26.1,16.1,"","","KA","Chikkaballapura"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",14.6,NA,"","","KA","Chikkaballapura"
"14. Women who are literate4 (%)",76.3,NA,"","","KA","Chikkaballapura"
"15. Women with 10 or more years of schooling (%)",48,39.1,"","","KA","Chikkaballapura"
"16. Women age 20-24 years married before age 18 years (%)",27.1,20.1,"","","KA","Chikkaballapura"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0.5,2.7,"","","KA","Chikkaballapura"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",5.3,7.2,"","","KA","Chikkaballapura"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",96.2,66.1,"","","KA","Chikkaballapura"
"20. Any method6 (%)",77.8,64.7,"","","KA","Chikkaballapura"
"21. Any modern method6 (%)",77.4,64.7,"","","KA","Chikkaballapura"
"22. Female sterilization (%)",69.4,64.1,"","","KA","Chikkaballapura"
"23. Male sterilization (%)",0,0,"","","KA","Chikkaballapura"
"24. IUD/PPIUD (%)",3.4,0.4,"","","KA","Chikkaballapura"
"25. Pill (%)",1.6,0.2,"","","KA","Chikkaballapura"
"26. Condom (%)",1.8,0,"","","KA","Chikkaballapura"
"27. Injectables (%)",0.6,0.1,"","","KA","Chikkaballapura"
"28. Total unmet need7 (%)",3.8,8.7,"","","KA","Chikkaballapura"
"29. Unmet need for spacing7 (%)",2.6,3.5,"","","KA","Chikkaballapura"
"30. Health worker ever talked to female non-users about family planning (%)",49.7,33.2,"","","KA","Chikkaballapura"
"31. Current users ever told about side effects of current method8 (%)",79.5,31.7,"","","KA","Chikkaballapura"
"32. Mothers who had an antenatal check-up in the first trimester (%)",82.6,75.4,"","","KA","Chikkaballapura"
"33. Mothers who had at least 4 antenatal care visits (%)",90.5,92.7,"","","KA","Chikkaballapura"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",94.7,90.4,"","","KA","Chikkaballapura"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",48.8,47.1,"","","KA","Chikkaballapura"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",19.7,38.8,"","","KA","Chikkaballapura"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.2,99.3,"","","KA","Chikkaballapura"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",91.2,64.2,"","","KA","Chikkaballapura"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",4324,4722,"","","KA","Chikkaballapura"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikkaballapura"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",90.5,NA,"","","KA","Chikkaballapura"
"42. Institutional births (%)",99,92,"","","KA","Chikkaballapura"
"43. Institutional births in public facility (%)",83,67.2,"","","KA","Chikkaballapura"
"44. Home births that were conducted by skilled health personnel10 (%)",1,5.9,"","","KA","Chikkaballapura"
"45. Births attended by skilled health personnel10 (%)",97.5,89.4,"","","KA","Chikkaballapura"
"46. Births delivered by caesarean section (%)",38.2,25.3,"","","KA","Chikkaballapura"
"47. Births in a private health facility that were delivered by caesarean section (%)",47.6,51,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikkaballapura"
"48. Births in a public health facility that were delivered by caesarean section (%)",36.9,18.9,"","","KA","Chikkaballapura"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",76.6,63.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikkaballapura"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",79.5,73.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikkaballapura"
"51. Children age 12-23 months who have received BCG (%)",87.9,91.5,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikkaballapura"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",81.2,83.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikkaballapura"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",83.8,83.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikkaballapura"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",92.4,73.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikkaballapura"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",36.4,NA,"Based on 25-49 unweighted cases","","KA","Chikkaballapura"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",10.4,NA,"Based on 25-49 unweighted cases","","KA","Chikkaballapura"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",83.8,74.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikkaballapura"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",84.8,77.8,"","","KA","Chikkaballapura"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,90.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikkaballapura"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,9.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikkaballapura"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",4.3,4.8,"","","KA","Chikkaballapura"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikkaballapura"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikkaballapura"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikkaballapura"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1,0,"","","KA","Chikkaballapura"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikkaballapura"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",39.8,59,"","","KA","Chikkaballapura"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikkaballapura"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikkaballapura"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",17.7,8.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikkaballapura"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikkaballapura"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",18.1,7.5,"","Based on 25-49 unweighted cases","KA","Chikkaballapura"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",31.3,37.7,"","","KA","Chikkaballapura"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",16.1,17.2,"","","KA","Chikkaballapura"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",6.1,5.9,"","","KA","Chikkaballapura"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",25.2,28.5,"","","KA","Chikkaballapura"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",2.2,4.6,"","","KA","Chikkaballapura"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",22.6,24.8,"","","KA","Chikkaballapura"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",26.6,22.9,"","","KA","Chikkaballapura"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",43.1,NA,"","","KA","Chikkaballapura"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",59,62.9,"","","KA","Chikkaballapura"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",45.8,54,"","","KA","Chikkaballapura"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",37.9,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikkaballapura"
"84. All women age 15-49 years who are anaemic22 (%)",45.5,54,"","","KA","Chikkaballapura"
"85. All women age 15-19 years who are anaemic22 (%)",46.9,49,"","","KA","Chikkaballapura"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",4.8,NA,"","","KA","Chikkaballapura"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",5.8,NA,"","","KA","Chikkaballapura"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",11.9,NA,"","","KA","Chikkaballapura"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",5.1,NA,"","","KA","Chikkaballapura"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",9.2,NA,"","","KA","Chikkaballapura"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",16.5,NA,"","","KA","Chikkaballapura"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13.5,NA,"","","KA","Chikkaballapura"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",7.5,NA,"","","KA","Chikkaballapura"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",24.1,NA,"","","KA","Chikkaballapura"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",21.3,NA,"","","KA","Chikkaballapura"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",9.1,NA,"","","KA","Chikkaballapura"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",32.5,NA,"","","KA","Chikkaballapura"
"98. Ever undergone a screening test for cervical cancer (%)",0.4,NA,"","","KA","Chikkaballapura"
"99. Ever undergone a breast examination for breast cancer (%)",0.4,NA,"","","KA","Chikkaballapura"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.6,NA,"","","KA","Chikkaballapura"
"101. Women age 15 years and above who use any kind of tobacco (%)",18.2,NA,"","","KA","Chikkaballapura"
"102. Men age 15 years and above who use any kind of tobacco (%)",20.2,NA,"","","KA","Chikkaballapura"
"103. Women age 15 years and above who consume alcohol (%)",1.2,NA,"","","KA","Chikkaballapura"
"104. Men age 15 years and above who consume alcohol (%)",11.7,NA,"","","KA","Chikkaballapura"
"1. Female population age 6 years and above who ever attended school (%)",76.2,71.9,"","","KA","Chikmagalur"
"2. Population below age 15 years (%)",19.4,20.4,"","","KA","Chikmagalur"
"3. Sex ratio of the total population (females per 1,000 males)",1041,1059,"","","KA","Chikmagalur"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",849,1444,"","","KA","Chikmagalur"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",98.5,91.5,"","","KA","Chikmagalur"
"6. Deaths in the last 3 years registered with the civil authority (%)",90.9,NA,"","","KA","Chikmagalur"
"7. Population living in households with electricity (%)",99.3,96.1,"","","KA","Chikmagalur"
"8. Population living in households with an improved drinking-water source1 (%)",95.7,91.1,"","","KA","Chikmagalur"
"9. Population living in households that use an improved sanitation facility2 (%)",92.3,63,"","","KA","Chikmagalur"
"10. Households using clean fuel for cooking3 (%)",79,49.7,"","","KA","Chikmagalur"
"11. Households using iodized salt (%)",96.8,84.3,"","","KA","Chikmagalur"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",30,17.7,"","","KA","Chikmagalur"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",10.4,NA,"Based on 25-49 unweighted cases","","KA","Chikmagalur"
"14. Women who are literate4 (%)",82.9,NA,"","","KA","Chikmagalur"
"15. Women with 10 or more years of schooling (%)",48.3,40.6,"","","KA","Chikmagalur"
"16. Women age 20-24 years married before age 18 years (%)",19.5,19.3,"","","KA","Chikmagalur"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",1.6,0.5,"","","KA","Chikmagalur"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",5.5,7.4,"","","KA","Chikmagalur"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",93.1,70.1,"","","KA","Chikmagalur"
"20. Any method6 (%)",79.7,45.9,"","","KA","Chikmagalur"
"21. Any modern method6 (%)",79.6,45.9,"","","KA","Chikmagalur"
"22. Female sterilization (%)",64.8,42.5,"","","KA","Chikmagalur"
"23. Male sterilization (%)",0,0,"","","KA","Chikmagalur"
"24. IUD/PPIUD (%)",5.3,1.5,"","","KA","Chikmagalur"
"25. Pill (%)",2.6,1,"","","KA","Chikmagalur"
"26. Condom (%)",6.1,1,"","","KA","Chikmagalur"
"27. Injectables (%)",0.3,0,"","","KA","Chikmagalur"
"28. Total unmet need7 (%)",3.8,9.5,"","","KA","Chikmagalur"
"29. Unmet need for spacing7 (%)",2.8,4.9,"","","KA","Chikmagalur"
"30. Health worker ever talked to female non-users about family planning (%)",42.8,11.4,"","","KA","Chikmagalur"
"31. Current users ever told about side effects of current method8 (%)",74.4,38.9,"","","KA","Chikmagalur"
"32. Mothers who had an antenatal check-up in the first trimester (%)",69.5,61.7,"","","KA","Chikmagalur"
"33. Mothers who had at least 4 antenatal care visits (%)",74.3,60.9,"","","KA","Chikmagalur"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",93.1,84.9,"","","KA","Chikmagalur"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",49.6,22,"","","KA","Chikmagalur"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",26.4,16.8,"","","KA","Chikmagalur"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",99.1,93.6,"","","KA","Chikmagalur"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",90.9,62.6,"","","KA","Chikmagalur"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",4544,3920,"","","KA","Chikmagalur"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikmagalur"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",91.4,NA,"","","KA","Chikmagalur"
"42. Institutional births (%)",98.4,96.2,"","","KA","Chikmagalur"
"43. Institutional births in public facility (%)",77.9,72.4,"","","KA","Chikmagalur"
"44. Home births that were conducted by skilled health personnel10 (%)",1.1,3.8,"","","KA","Chikmagalur"
"45. Births attended by skilled health personnel10 (%)",98.7,83.2,"","","KA","Chikmagalur"
"46. Births delivered by caesarean section (%)",38.1,40.3,"","","KA","Chikmagalur"
"47. Births in a private health facility that were delivered by caesarean section (%)",68.8,63.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikmagalur"
"48. Births in a public health facility that were delivered by caesarean section (%)",30.7,34.9,"","","KA","Chikmagalur"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",91,41.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikmagalur"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",93.4,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikmagalur"
"51. Children age 12-23 months who have received BCG (%)",100,100,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikmagalur"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",91,67.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikmagalur"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",100,68.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikmagalur"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",100,81.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikmagalur"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",37,NA,"Based on 25-49 unweighted cases","","KA","Chikmagalur"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",2.6,NA,"Based on 25-49 unweighted cases","","KA","Chikmagalur"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",91,41.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikmagalur"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",85.5,80,"","","KA","Chikmagalur"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",95.9,100,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikmagalur"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",4.1,0,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Chikmagalur"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",4.8,8.9,"","","KA","Chikmagalur"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikmagalur"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikmagalur"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikmagalur"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0.4,0.6,"","","KA","Chikmagalur"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",80.2,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikmagalur"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",54.4,48.3,"","","KA","Chikmagalur"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikmagalur"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikmagalur"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",14.4,5.6,"","Based on 25-49 unweighted cases","KA","Chikmagalur"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikmagalur"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",15.4,6.7,"","Based on 25-49 unweighted cases","KA","Chikmagalur"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",27.3,21.1,"","","KA","Chikmagalur"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",24.9,22.3,"","","KA","Chikmagalur"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",11.5,5.4,"","","KA","Chikmagalur"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",25.4,24.6,"","","KA","Chikmagalur"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",6.6,0.9,"","","KA","Chikmagalur"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",14.2,24.9,"","","KA","Chikmagalur"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",33.2,23.5,"","","KA","Chikmagalur"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",50.6,NA,"","","KA","Chikmagalur"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",53.2,57.9,"","","KA","Chikmagalur"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",41,42,"","","KA","Chikmagalur"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Chikmagalur"
"84. All women age 15-49 years who are anaemic22 (%)",40.8,42.2,"","","KA","Chikmagalur"
"85. All women age 15-19 years who are anaemic22 (%)",45.6,46,"","","KA","Chikmagalur"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.6,NA,"","","KA","Chikmagalur"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",7.5,NA,"","","KA","Chikmagalur"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",15.6,NA,"","","KA","Chikmagalur"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",6.9,NA,"","","KA","Chikmagalur"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",7.7,NA,"","","KA","Chikmagalur"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",15.7,NA,"","","KA","Chikmagalur"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",18.2,NA,"","","KA","Chikmagalur"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",7.7,NA,"","","KA","Chikmagalur"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",29.2,NA,"","","KA","Chikmagalur"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",19,NA,"","","KA","Chikmagalur"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",6,NA,"","","KA","Chikmagalur"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",28.7,NA,"","","KA","Chikmagalur"
"98. Ever undergone a screening test for cervical cancer (%)",0.7,NA,"","","KA","Chikmagalur"
"99. Ever undergone a breast examination for breast cancer (%)",0,NA,"","","KA","Chikmagalur"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0,NA,"","","KA","Chikmagalur"
"101. Women age 15 years and above who use any kind of tobacco (%)",10.9,NA,"","","KA","Chikmagalur"
"102. Men age 15 years and above who use any kind of tobacco (%)",32.3,NA,"","","KA","Chikmagalur"
"103. Women age 15 years and above who consume alcohol (%)",1.5,NA,"","","KA","Chikmagalur"
