"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",59,60.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","East Godavari"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",67.3,81.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","East Godavari"
"51. Children age 12-23 months who have received BCG (%)",92.7,96.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","East Godavari"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",66.3,70.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","East Godavari"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",83.9,77.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","East Godavari"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",76.7,82.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","East Godavari"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",32.5,NA,"Based on 25-49 unweighted cases","","AP","East Godavari"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",77.8,NA,"Based on 25-49 unweighted cases","","AP","East Godavari"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",86.7,59.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","East Godavari"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",81.4,80.4,"","","AP","East Godavari"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",85.3,79.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","East Godavari"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",7.5,20.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","East Godavari"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",13.3,12.3,"","","AP","East Godavari"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",72.9,52.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","East Godavari"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",23,13.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","East Godavari"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",69.4,81.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","East Godavari"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.2,1,"","","AP","East Godavari"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",63.7,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","East Godavari"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",51.3,42.9,"","","AP","East Godavari"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","East Godavari"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","East Godavari"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",3,6.3,"Based on 25-49 unweighted cases","","AP","East Godavari"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","East Godavari"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",10.2,6.7,"","","AP","East Godavari"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",23.1,27.7,"","","AP","East Godavari"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",14.3,15.3,"","","AP","East Godavari"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",3.8,3,"","","AP","East Godavari"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",22.4,27.1,"","","AP","East Godavari"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",3.4,2.7,"","","AP","East Godavari"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",10.2,15.9,"","","AP","East Godavari"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",44.4,36.4,"","","AP","East Godavari"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",49.2,NA,"","","AP","East Godavari"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",66.8,63.1,"","","AP","East Godavari"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",63.2,64.9,"","","AP","East Godavari"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,56.2,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","AP","East Godavari"
"84. All women age 15-49 years who are anaemic22 (%)",63,64.6,"","","AP","East Godavari"
"85. All women age 15-19 years who are anaemic22 (%)",65.2,65.9,"","","AP","East Godavari"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",7.5,NA,"","","AP","East Godavari"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",12.7,NA,"","","AP","East Godavari"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",21.7,NA,"","","AP","East Godavari"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.2,NA,"","","AP","East Godavari"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",15.5,NA,"","","AP","East Godavari"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",27.6,NA,"","","AP","East Godavari"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13,NA,"","","AP","East Godavari"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",6.6,NA,"","","AP","East Godavari"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",29,NA,"","","AP","East Godavari"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",17.3,NA,"","","AP","East Godavari"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",7.3,NA,"","","AP","East Godavari"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",32.2,NA,"","","AP","East Godavari"
"98. Ever undergone a screening test for cervical cancer (%)",1.9,NA,"","","AP","East Godavari"
"99. Ever undergone a breast examination for breast cancer (%)",1,NA,"","","AP","East Godavari"
"100. Ever undergone an oral cavity examination for oral cancer (%)",4.8,NA,"","","AP","East Godavari"
"101. Women age 15 years and above who use any kind of tobacco (%)",3.2,NA,"","","AP","East Godavari"
"102. Men age 15 years and above who use any kind of tobacco (%)",25.5,NA,"","","AP","East Godavari"
"103. Women age 15 years and above who consume alcohol (%)",0.7,NA,"","","AP","East Godavari"
"104. Men age 15 years and above who consume alcohol (%)",25.9,NA,"","","AP","East Godavari"
"1. Female population age 6 years and above who ever attended school (%)",64.9,60.3,"","","AP","Guntur"
"2. Population below age 15 years (%)",22.4,23,"","","AP","Guntur"
"3. Sex ratio of the total population (females per 1,000 males)",1055,1015,"","","AP","Guntur"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",941,637,"","","AP","Guntur"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",92.3,90.6,"","","AP","Guntur"
"6. Deaths in the last 3 years registered with the civil authority (%)",82.5,NA,"","","AP","Guntur"
"7. Population living in households with electricity (%)",99.2,99.6,"","","AP","Guntur"
"8. Population living in households with an improved drinking-water source1 (%)",99.3,98.9,"","","AP","Guntur"
"9. Population living in households that use an improved sanitation facility2 (%)",83.4,65,"","","AP","Guntur"
"10. Households using clean fuel for cooking3 (%)",91.7,79.8,"","","AP","Guntur"
"11. Households using iodized salt (%)",85.8,82.5,"","","AP","Guntur"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",71.1,74.5,"","","AP","Guntur"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",7.6,NA,"Based on 25-49 unweighted cases","","AP","Guntur"
"14. Women who are literate4 (%)",68.5,NA,"","","AP","Guntur"
"15. Women with 10 or more years of schooling (%)",32.6,30.1,"","","AP","Guntur"
"16. Women age 20-24 years married before age 18 years (%)",35.4,38.9,"","","AP","Guntur"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",1,0.8,"","","AP","Guntur"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",20.7,13.6,"","","AP","Guntur"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",88,74.8,"","","AP","Guntur"
"20. Any method6 (%)",73.3,74,"","","AP","Guntur"
"21. Any modern method6 (%)",73.2,73.5,"","","AP","Guntur"
"22. Female sterilization (%)",72.9,72.9,"","","AP","Guntur"
"23. Male sterilization (%)",0,0,"","","AP","Guntur"
"24. IUD/PPIUD (%)",0.2,0.2,"","","AP","Guntur"
"25. Pill (%)",0,0.2,"","","AP","Guntur"
"26. Condom (%)",0.1,0.1,"","","AP","Guntur"
"27. Injectables (%)",0,0,"","","AP","Guntur"
"28. Total unmet need7 (%)",3.2,6.1,"","","AP","Guntur"
"29. Unmet need for spacing7 (%)",1.7,4.7,"","","AP","Guntur"
"30. Health worker ever talked to female non-users about family planning (%)",16.6,28.7,"","","AP","Guntur"
"31. Current users ever told about side effects of current method8 (%)",28.2,30.7,"","","AP","Guntur"
"32. Mothers who had an antenatal check-up in the first trimester (%)",89.4,82.3,"","","AP","Guntur"
"33. Mothers who had at least 4 antenatal care visits (%)",62.5,68.3,"","","AP","Guntur"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",90.3,94.6,"","","AP","Guntur"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",75.1,36.7,"","","AP","Guntur"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",42.5,23.9,"","","AP","Guntur"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",96,93.9,"","","AP","Guntur"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",94,80.8,"","","AP","Guntur"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3912,1452,"","Based on 25-49 unweighted cases","AP","Guntur"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Guntur"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",97.2,NA,"","","AP","Guntur"
"42. Institutional births (%)",98.6,97.5,"","","AP","Guntur"
"43. Institutional births in public facility (%)",49.6,35.2,"","","AP","Guntur"
"44. Home births that were conducted by skilled health personnel10 (%)",0.9,0,"","","AP","Guntur"
"45. Births attended by skilled health personnel10 (%)",95.5,95.8,"","","AP","Guntur"
"46. Births delivered by caesarean section (%)",53.8,51.1,"","","AP","Guntur"
"47. Births in a private health facility that were delivered by caesarean section (%)",72.2,58,"","","AP","Guntur"
"48. Births in a public health facility that were delivered by caesarean section (%)",37,42.6,"","","AP","Guntur"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",76.2,61.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Guntur"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",100,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Guntur"
"51. Children age 12-23 months who have received BCG (%)",97.6,94.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Guntur"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",76.2,70.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Guntur"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",97.6,86.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Guntur"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",92.5,87.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Guntur"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",39.6,NA,"Based on 25-49 unweighted cases","","AP","Guntur"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",87.8,NA,"Based on 25-49 unweighted cases","","AP","Guntur"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",97.6,68.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Guntur"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",80.2,84.9,"","","AP","Guntur"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",97.4,90.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Guntur"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",2.6,9.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Guntur"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",10,9.7,"","","AP","Guntur"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Guntur"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Guntur"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Guntur"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1,0,"","","AP","Guntur"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Guntur"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",69.3,44.3,"","","AP","Guntur"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Guntur"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Guntur"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",8.6,11.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Guntur"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Guntur"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",11.2,10.9,"","","AP","Guntur"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",23.8,22.1,"","","AP","Guntur"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",17.8,17.9,"","","AP","Guntur"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",8.1,9.8,"","","AP","Guntur"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",26.9,29.1,"","","AP","Guntur"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",3.6,3.9,"","","AP","Guntur"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",9.6,11.3,"","","AP","Guntur"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",46.4,45.1,"","","AP","Guntur"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",53.4,NA,"","","AP","Guntur"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",59.3,68.1,"","","AP","Guntur"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",59.8,59,"","","AP","Guntur"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",51.9,33.5,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Guntur"
"84. All women age 15-49 years who are anaemic22 (%)",59.5,57.9,"","","AP","Guntur"
"85. All women age 15-19 years who are anaemic22 (%)",54.6,53.7,"","","AP","Guntur"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",7.8,NA,"","","AP","Guntur"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",13,NA,"","","AP","Guntur"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",22.7,NA,"","","AP","Guntur"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",10.7,NA,"","","AP","Guntur"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",13.4,NA,"","","AP","Guntur"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",25.9,NA,"","","AP","Guntur"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",14.7,NA,"","","AP","Guntur"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.9,NA,"","","AP","Guntur"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",25.8,NA,"","","AP","Guntur"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",18,NA,"","","AP","Guntur"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",8.5,NA,"","","AP","Guntur"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",31.3,NA,"","","AP","Guntur"
"98. Ever undergone a screening test for cervical cancer (%)",6.5,NA,"","","AP","Guntur"
"99. Ever undergone a breast examination for breast cancer (%)",0.2,NA,"","","AP","Guntur"
"100. Ever undergone an oral cavity examination for oral cancer (%)",14.6,NA,"","","AP","Guntur"
"101. Women age 15 years and above who use any kind of tobacco (%)",1.6,NA,"","","AP","Guntur"
"102. Men age 15 years and above who use any kind of tobacco (%)",25.4,NA,"","","AP","Guntur"
"103. Women age 15 years and above who consume alcohol (%)",0.2,NA,"","","AP","Guntur"
"104. Men age 15 years and above who consume alcohol (%)",24.5,NA,"","","AP","Guntur"
"1. Female population age 6 years and above who ever attended school (%)",74,71.3,"","","AP","Krishna"
"2. Population below age 15 years (%)",20.4,22.1,"","","AP","Krishna"
"3. Sex ratio of the total population (females per 1,000 males)",1064,1037,"","","AP","Krishna"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1139,900,"","","AP","Krishna"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",96.4,83.6,"","","AP","Krishna"
"6. Deaths in the last 3 years registered with the civil authority (%)",86.3,NA,"","","AP","Krishna"
"7. Population living in households with electricity (%)",99.6,99.4,"","","AP","Krishna"
"8. Population living in households with an improved drinking-water source1 (%)",94.4,92.6,"","","AP","Krishna"
"9. Population living in households that use an improved sanitation facility2 (%)",79.1,64.4,"","","AP","Krishna"
"10. Households using clean fuel for cooking3 (%)",89.8,73.3,"","","AP","Krishna"
"11. Households using iodized salt (%)",87.5,90.5,"","","AP","Krishna"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",68.1,71.5,"","","AP","Krishna"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",15.1,NA,"Based on 25-49 unweighted cases","","AP","Krishna"
"14. Women who are literate4 (%)",76.9,NA,"","","AP","Krishna"
"15. Women with 10 or more years of schooling (%)",46.2,38.8,"","","AP","Krishna"
"16. Women age 20-24 years married before age 18 years (%)",25.3,31.4,"","","AP","Krishna"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0,3.3,"","","AP","Krishna"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",9.6,8.9,"","","AP","Krishna"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",92.6,75.5,"","","AP","Krishna"
"20. Any method6 (%)",79.1,74.8,"","","AP","Krishna"
"21. Any modern method6 (%)",78.1,74.8,"","","AP","Krishna"
"22. Female sterilization (%)",76.5,73.2,"","","AP","Krishna"
"23. Male sterilization (%)",1,0.8,"","","AP","Krishna"
"24. IUD/PPIUD (%)",0,0.1,"","","AP","Krishna"
"25. Pill (%)",0,0.1,"","","AP","Krishna"
"26. Condom (%)",0.4,0.6,"","","AP","Krishna"
"27. Injectables (%)",0,0,"","","AP","Krishna"
"28. Total unmet need7 (%)",2.5,4.6,"","","AP","Krishna"
"29. Unmet need for spacing7 (%)",1.4,3.5,"","","AP","Krishna"
"30. Health worker ever talked to female non-users about family planning (%)",16.1,18.1,"","","AP","Krishna"
"31. Current users ever told about side effects of current method8 (%)",27.7,6.8,"","","AP","Krishna"
"32. Mothers who had an antenatal check-up in the first trimester (%)",81.5,89,"","","AP","Krishna"
"33. Mothers who had at least 4 antenatal care visits (%)",73.3,88.2,"","","AP","Krishna"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",95.8,99,"","","AP","Krishna"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",56.2,70.1,"","","AP","Krishna"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",39.2,40.6,"","","AP","Krishna"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",96.4,96.3,"","","AP","Krishna"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",88.3,92.5,"","","AP","Krishna"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3715,2485,"","Based on 25-49 unweighted cases","AP","Krishna"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Krishna"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",90.3,NA,"","","AP","Krishna"
"42. Institutional births (%)",98.9,96.4,"","","AP","Krishna"
"43. Institutional births in public facility (%)",40.1,36.8,"","","AP","Krishna"
"44. Home births that were conducted by skilled health personnel10 (%)",0.5,2,"","","AP","Krishna"
"45. Births attended by skilled health personnel10 (%)",98,95.1,"","","AP","Krishna"
"46. Births delivered by caesarean section (%)",66.1,50.8,"","","AP","Krishna"
"47. Births in a private health facility that were delivered by caesarean section (%)",79.7,66.2,"","","AP","Krishna"
"48. Births in a public health facility that were delivered by caesarean section (%)",47.9,30.6,"","","AP","Krishna"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",90,74.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Krishna"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",97.2,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Krishna"
"51. Children age 12-23 months who have received BCG (%)",93.9,100,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Krishna"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",90,74.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Krishna"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",93.9,97.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Krishna"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",90,100,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Krishna"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",33.8,NA,"Based on 25-49 unweighted cases","","AP","Krishna"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",62.1,NA,"Based on 25-49 unweighted cases","","AP","Krishna"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",93.9,80.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Krishna"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",81,54.9,"","","AP","Krishna"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,97.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Krishna"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,2.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Krishna"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",7.8,5.9,"","","AP","Krishna"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Krishna"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Krishna"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Krishna"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.4,1.3,"","","AP","Krishna"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",45.8,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Krishna"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",29.3,37.7,"","","AP","Krishna"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Krishna"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Krishna"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",26.1,7.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Krishna"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Krishna"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",23.4,6.2,"Based on 25-49 unweighted cases","","AP","Krishna"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",29.8,22.6,"","","AP","Krishna"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",14.3,20.7,"","","AP","Krishna"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",5.2,5.1,"","","AP","Krishna"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",21.1,27.7,"","","AP","Krishna"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",4.2,1.8,"","","AP","Krishna"
