"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"42. Institutional births (%)",77.2,69.4,"","","BR","Bhagalpur"
"43. Institutional births in public facility (%)",52.1,54.7,"","","BR","Bhagalpur"
"44. Home births that were conducted by skilled health personnel10 (%)",6.3,7.9,"","","BR","Bhagalpur"
"45. Births attended by skilled health personnel10 (%)",77.5,75,"","","BR","Bhagalpur"
"46. Births delivered by caesarean section (%)",11.5,5.2,"","","BR","Bhagalpur"
"47. Births in a private health facility that were delivered by caesarean section (%)",33.6,28.7,"","","BR","Bhagalpur"
"48. Births in a public health facility that were delivered by caesarean section (%)",5.9,1.8,"","","BR","Bhagalpur"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",66.8,66.7,"","","BR","Bhagalpur"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",81,74.3,"","","BR","Bhagalpur"
"51. Children age 12-23 months who have received BCG (%)",96,98.3,"","","BR","Bhagalpur"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",73.4,80.1,"","","BR","Bhagalpur"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",91.1,88.4,"","","BR","Bhagalpur"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",91.8,85.4,"","","BR","Bhagalpur"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",51.9,NA,"","","BR","Bhagalpur"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",15.6,NA,"","","BR","Bhagalpur"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",89.2,67.6,"","","BR","Bhagalpur"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",46.2,72.7,"","","BR","Bhagalpur"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",84.7,98.3,"","","BR","Bhagalpur"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",8.3,1.1,"","","BR","Bhagalpur"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",10.9,8,"","","BR","Bhagalpur"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",73.7,56.5,"","","BR","Bhagalpur"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",23.6,40.2,"","","BR","Bhagalpur"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",76.2,72.5,"","","BR","Bhagalpur"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1.1,1.1,"","","BR","Bhagalpur"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",69.5,57.2,"","","BR","Bhagalpur"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",33.4,33.7,"","","BR","Bhagalpur"
"68. Children under age 6 months exclusively breastfed16 (%)",52.6,61.7,"","","BR","Bhagalpur"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,36.5,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","BR","Bhagalpur"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",5.4,6,"","","BR","Bhagalpur"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",19.9,14.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Bhagalpur"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",8.1,7.2,"","","BR","Bhagalpur"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",40,46.6,"","","BR","Bhagalpur"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",21.2,23.1,"","","BR","Bhagalpur"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",8.3,7.8,"","","BR","Bhagalpur"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",40.4,40.8,"","","BR","Bhagalpur"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",2.8,1.4,"","","BR","Bhagalpur"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",22.9,26.2,"","","BR","Bhagalpur"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",19.4,12.4,"","","BR","Bhagalpur"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",70.1,NA,"","","BR","Bhagalpur"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",78.7,70.1,"","","BR","Bhagalpur"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",73.7,61.6,"","","BR","Bhagalpur"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",63.7,61.9,"","","BR","Bhagalpur"
"84. All women age 15-49 years who are anaemic22 (%)",73,61.6,"","","BR","Bhagalpur"
"85. All women age 15-19 years who are anaemic22 (%)",73.9,63.6,"","","BR","Bhagalpur"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",7.5,NA,"","","BR","Bhagalpur"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",7.1,NA,"","","BR","Bhagalpur"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",15.6,NA,"","","BR","Bhagalpur"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",8.5,NA,"","","BR","Bhagalpur"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",7.3,NA,"","","BR","Bhagalpur"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",16.3,NA,"","","BR","Bhagalpur"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",7,NA,"","","BR","Bhagalpur"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.2,NA,"","","BR","Bhagalpur"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",13.3,NA,"","","BR","Bhagalpur"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",8.8,NA,"","","BR","Bhagalpur"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.1,NA,"","","BR","Bhagalpur"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",14.7,NA,"","","BR","Bhagalpur"
"98.Ever undergone a screening test for cervical cancer (%)",1.6,NA,"","","BR","Bhagalpur"
"99.Ever undergone a breast examination for breast cancer (%)",1.2,NA,"","","BR","Bhagalpur"
"100. Ever undergone an oral cavity examination for oral cancer (%)",1.3,NA,"","","BR","Bhagalpur"
"101. Women age 15 years and above who use any kind of tobacco (%)",2.4,NA,"","","BR","Bhagalpur"
"102. Men age 15 years and above who use any kind of tobacco (%)",47.3,NA,"","","BR","Bhagalpur"
"103. Women age 15 years and above who consume alcohol (%)",0.2,NA,"","","BR","Bhagalpur"
"104. Men age 15 years and above who consume alcohol (%)",21.2,NA,"","","BR","Bhagalpur"
"1. Female population age 6 years and above who ever attended school (%)",67.9,62.4,"","","BR","Bhojpur"
"2. Population below age 15 years (%)",34.2,36.1,"","","BR","Bhojpur"
"3. Sex ratio of the total population (females per 1,000 males)",1003,1033,"","","BR","Bhojpur"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",872,885,"","","BR","Bhojpur"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",70.7,89.2,"","","BR","Bhojpur"
"6. Deaths in the last 3 years registered with the civil authority (%)",44.6,NA,"","","BR","Bhojpur"
"7. Population living in households with electricity (%)",97.9,66.6,"","","BR","Bhojpur"
"8. Population living in households with an improved drinking-water source1 (%)",99.7,99.9,"","","BR","Bhojpur"
"9. Population living in households that use an improved sanitation facility2 (%)",45.9,27,"","","BR","Bhojpur"
"10. Households using clean fuel for cooking3 (%)",42.9,21,"","","BR","Bhojpur"
"11. Households using iodized salt (%)",92.2,92,"","","BR","Bhojpur"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",9.6,14.7,"","","BR","Bhojpur"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",16.2,NA,"","","BR","Bhojpur"
"14. Women who are literate4 (%)",64.1,NA,"","","BR","Bhojpur"
"15. Women with 10 or more years of schooling (%)",34.6,28.5,"","","BR","Bhojpur"
"16. Women age 20-24 years married before age 18 years (%)",31.2,34.9,"","","BR","Bhojpur"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",4.2,2.7,"","","BR","Bhojpur"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",5.3,7.2,"","","BR","Bhojpur"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",60.8,35,"","","BR","Bhojpur"
"20. Any method6 (%)",63.9,27.7,"","","BR","Bhojpur"
"21. Any modern method6 (%)",47.9,26.5,"","","BR","Bhojpur"
"22. Female sterilization (%)",37.7,23.3,"","","BR","Bhojpur"
"23. Male sterilization (%)",0.6,0,"","","BR","Bhojpur"
"24. IUD/PPIUD (%)",2.2,0.5,"","","BR","Bhojpur"
"25. Pill (%)",2.2,1.3,"","","BR","Bhojpur"
"26. Condom (%)",4.1,1.1,"","","BR","Bhojpur"
"27. Injectables (%)",0.7,0.3,"","","BR","Bhojpur"
"28. Total unmet need7 (%)",11.8,18.9,"","","BR","Bhojpur"
"29. Unmet need for spacing7 (%)",5.1,8.2,"","","BR","Bhojpur"
"30. Health worker ever talked to female non-users about family planning (%)",17.5,9.4,"","","BR","Bhojpur"
"31. Current users ever told about side effects of current method8 (%)",45,36.7,"","","BR","Bhojpur"
"32. Mothers who had an antenatal check-up in the first trimester (%)",42.7,42.3,"","","BR","Bhojpur"
"33. Mothers who had at least 4 antenatal care visits (%)",33.5,16.1,"","","BR","Bhojpur"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",93.8,96.1,"","","BR","Bhojpur"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",15.5,10.3,"","","BR","Bhojpur"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",6.2,1.1,"","","BR","Bhojpur"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",93.3,88.4,"","","BR","Bhojpur"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",56.1,52.6,"","","BR","Bhojpur"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2214,1214,"","","BR","Bhojpur"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",0,0,"Based on 25-49 unweighted cases","","BR","Bhojpur"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",62.4,NA,"","","BR","Bhojpur"
"42. Institutional births (%)",86.9,80.4,"","","BR","Bhojpur"
"43. Institutional births in public facility (%)",61.8,56.7,"","","BR","Bhojpur"
"44. Home births that were conducted by skilled health personnel10 (%)",2.3,2.8,"","","BR","Bhojpur"
"45. Births attended by skilled health personnel10 (%)",87.5,81.3,"","","BR","Bhojpur"
"46. Births delivered by caesarean section (%)",12.6,7.4,"","","BR","Bhojpur"
"47. Births in a private health facility that were delivered by caesarean section (%)",37.4,27.3,"","","BR","Bhojpur"
"48. Births in a public health facility that were delivered by caesarean section (%)",5.2,1.7,"","","BR","Bhojpur"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",61.9,71.9,"","","BR","Bhojpur"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",80.6,78.5,"","","BR","Bhojpur"
"51. Children age 12-23 months who have received BCG (%)",98.4,93,"","","BR","Bhojpur"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",64.1,83.2,"","","BR","Bhojpur"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",80.6,86.7,"","","BR","Bhojpur"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",85.7,82.5,"","","BR","Bhojpur"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",24.1,NA,"","","BR","Bhojpur"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",3.6,NA,"","","BR","Bhojpur"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",80.9,73.5,"","","BR","Bhojpur"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",39.9,64.7,"","","BR","Bhojpur"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",97.8,96.9,"","","BR","Bhojpur"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0.8,3.2,"","","BR","Bhojpur"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",11.8,12.6,"","","BR","Bhojpur"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",49.2,37.2,"","","BR","Bhojpur"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",45.3,28.4,"","","BR","Bhojpur"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",61.7,28.4,"","","BR","Bhojpur"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1.4,1.7,"","","BR","Bhojpur"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",81.9,33,"","","BR","Bhojpur"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",25.5,28,"","","BR","Bhojpur"
"68. Children under age 6 months exclusively breastfed16 (%)",33.8,57,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","BR","Bhojpur"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,33.2,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","BR","Bhojpur"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",8.4,8.1,"","","BR","Bhojpur"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,15.1,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","BR","Bhojpur"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",7.7,9,"","","BR","Bhojpur"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",40.7,43.5,"","","BR","Bhojpur"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",31.3,26,"","","BR","Bhojpur"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",13,12.3,"","","BR","Bhojpur"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",44,47.2,"","","BR","Bhojpur"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",2.2,0.8,"","","BR","Bhojpur"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",23.1,24.1,"","","BR","Bhojpur"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",20.8,14.4,"","","BR","Bhojpur"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",51.4,NA,"","","BR","Bhojpur"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",67.7,70.6,"","","BR","Bhojpur"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",73.9,61.8,"","","BR","Bhojpur"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",68.3,51.9,"","","BR","Bhojpur"
"84. All women age 15-49 years who are anaemic22 (%)",73.6,61.1,"","","BR","Bhojpur"
"85. All women age 15-19 years who are anaemic22 (%)",72.7,60.7,"","","BR","Bhojpur"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.8,NA,"","","BR","Bhojpur"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",6.6,NA,"","","BR","Bhojpur"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",14,NA,"","","BR","Bhojpur"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.6,NA,"","","BR","Bhojpur"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",6.5,NA,"","","BR","Bhojpur"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",17,NA,"","","BR","Bhojpur"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",8.3,NA,"","","BR","Bhojpur"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",2.7,NA,"","","BR","Bhojpur"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",13.9,NA,"","","BR","Bhojpur"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.3,NA,"","","BR","Bhojpur"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",1.8,NA,"","","BR","Bhojpur"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",14.5,NA,"","","BR","Bhojpur"
"98.Ever undergone a screening test for cervical cancer (%)",0.5,NA,"","","BR","Bhojpur"
"99.Ever undergone a breast examination for breast cancer (%)",0.3,NA,"","","BR","Bhojpur"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.3,NA,"","","BR","Bhojpur"
"101. Women age 15 years and above who use any kind of tobacco (%)",2.4,NA,"","","BR","Bhojpur"
"102. Men age 15 years and above who use any kind of tobacco (%)",43.7,NA,"","","BR","Bhojpur"
"103. Women age 15 years and above who consume alcohol (%)",0.5,NA,"","","BR","Bhojpur"
"104. Men age 15 years and above who consume alcohol (%)",17.8,NA,"","","BR","Bhojpur"
NA,NA,NA,NA,NA,"BR","Buxer"
"1. Female population age 6 years and above who ever attended school (%)",54.9,53.8,"","","BR","Darbhanga"
"2. Population below age 15 years (%)",37.1,41.3,"","","BR","Darbhanga"
"3. Sex ratio of the total population (females per 1,000 males)",1122,1145,"","","BR","Darbhanga"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",812,982,"","","BR","Darbhanga"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",86.1,65.4,"","","BR","Darbhanga"
"6. Deaths in the last 3 years registered with the civil authority (%)",27.5,NA,"","","BR","Darbhanga"
"7. Population living in households with electricity (%)",97.2,60.2,"","","BR","Darbhanga"
"8. Population living in households with an improved drinking-water source1 (%)",99.8,100,"","","BR","Darbhanga"
"9. Population living in households that use an improved sanitation facility2 (%)",48.7,28.2,"","","BR","Darbhanga"
"10. Households using clean fuel for cooking3 (%)",41.6,18.3,"","","BR","Darbhanga"
"11. Households using iodized salt (%)",96,91.6,"","","BR","Darbhanga"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",25.3,15.2,"","","BR","Darbhanga"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",3.3,NA,"","","BR","Darbhanga"
"14. Women who are literate4 (%)",49.4,NA,"","","BR","Darbhanga"
"15. Women with 10 or more years of schooling (%)",22.7,18.7,"","","BR","Darbhanga"
"16. Women age 20-24 years married before age 18 years (%)",45.1,44.3,"","","BR","Darbhanga"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",4,4.4,"","","BR","Darbhanga"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",10.3,11.5,"","","BR","Darbhanga"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",57.5,35.4,"","","BR","Darbhanga"
"20. Any method6 (%)",61.3,17.4,"","","BR","Darbhanga"
"21. Any modern method6 (%)",48.8,16.9,"","","BR","Darbhanga"
"22. Female sterilization (%)",37.5,15.2,"","","BR","Darbhanga"
"23. Male sterilization (%)",0,0,"","","BR","Darbhanga"
"24. IUD/PPIUD (%)",0.4,1.1,"","","BR","Darbhanga"
"25. Pill (%)",3,0.5,"","","BR","Darbhanga"
"26. Condom (%)",4.9,0,"","","BR","Darbhanga"
"27. Injectables (%)",1.1,0,"","","BR","Darbhanga"
"28. Total unmet need7 (%)",12.7,23.7,"","","BR","Darbhanga"
"29. Unmet need for spacing7 (%)",6.8,9.3,"","","BR","Darbhanga"
"30. Health worker ever talked to female non-users about family planning (%)",21.5,5.2,"","","BR","Darbhanga"
"31. Current users ever told about side effects of current method8 (%)",50.2,39.6,"","","BR","Darbhanga"
"32. Mothers who had an antenatal check-up in the first trimester (%)",51.8,25.4,"","","BR","Darbhanga"
"33. Mothers who had at least 4 antenatal care visits (%)",24.9,9.4,"","","BR","Darbhanga"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",91.9,84.2,"","","BR","Darbhanga"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",22,6.6,"","","BR","Darbhanga"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",12.2,2.2,"","","BR","Darbhanga"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",87.6,74.3,"","","BR","Darbhanga"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",50.5,25.1,"","","BR","Darbhanga"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3230,2648,"","","BR","Darbhanga"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",1.1,1.7,"","","BR","Darbhanga"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",50.9,NA,"","","BR","Darbhanga"
"42. Institutional births (%)",69.9,47.2,"","","BR","Darbhanga"
"43. Institutional births in public facility (%)",55.8,33.7,"","","BR","Darbhanga"
"44. Home births that were conducted by skilled health personnel10 (%)",10.7,13.7,"","","BR","Darbhanga"
"45. Births attended by skilled health personnel10 (%)",75.9,59.7,"","","BR","Darbhanga"
"46. Births delivered by caesarean section (%)",10.6,5.5,"","","BR","Darbhanga"
"47. Births in a private health facility that were delivered by caesarean section (%)",52.7,28.6,"","","BR","Darbhanga"
"48. Births in a public health facility that were delivered by caesarean section (%)",5.7,4.9,"","","BR","Darbhanga"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",66.3,52.9,"","","BR","Darbhanga"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",80.7,70.2,"","","BR","Darbhanga"
"51. Children age 12-23 months who have received BCG (%)",95.2,91.5,"","","BR","Darbhanga"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",69,65.3,"","","BR","Darbhanga"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",78.3,72,"","","BR","Darbhanga"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",81.9,75.4,"","","BR","Darbhanga"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",30.4,NA,"","","BR","Darbhanga"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",0,NA,"","","BR","Darbhanga"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",78.3,59.8,"","","BR","Darbhanga"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",60.4,70.7,"","","BR","Darbhanga"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",94.9,94.2,"","","BR","Darbhanga"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",5.1,5.8,"","","BR","Darbhanga"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",14.3,15.2,"","","BR","Darbhanga"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",61.9,44.7,"","","BR","Darbhanga"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",19.6,21.8,"","","BR","Darbhanga"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",57.9,55.7,"","","BR","Darbhanga"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",3.8,4.9,"","","BR","Darbhanga"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",65.4,54.6,"","","BR","Darbhanga"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",30.9,22.6,"","","BR","Darbhanga"
"68. Children under age 6 months exclusively breastfed16 (%)",71.7,61.4,"Based on 25-49 unweighted cases","","BR","Darbhanga"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,35.2,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","BR","Darbhanga"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",13.4,5.1,"","","BR","Darbhanga"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,14.1,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","BR","Darbhanga"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",14,6.5,"","","BR","Darbhanga"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",45.4,49,"","","BR","Darbhanga"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",19.3,16.6,"","","BR","Darbhanga"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",6.4,4.9,"","","BR","Darbhanga"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",39.2,41.1,"","","BR","Darbhanga"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",1.5,2.1,"","","BR","Darbhanga"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",25.6,31.2,"","","BR","Darbhanga"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",13.4,11.9,"","","BR","Darbhanga"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",59.8,NA,"","","BR","Darbhanga"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",68.9,69.9,"","","BR","Darbhanga"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",61.3,66.4,"","","BR","Darbhanga"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",52.5,62.3,"","","BR","Darbhanga"
"84. All women age 15-49 years who are anaemic22 (%)",60.8,66.1,"","","BR","Darbhanga"
"85. All women age 15-19 years who are anaemic22 (%)",59.7,64.5,"","","BR","Darbhanga"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.4,NA,"","","BR","Darbhanga"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",5.9,NA,"","","BR","Darbhanga"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",13.5,NA,"","","BR","Darbhanga"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",10.1,NA,"","","BR","Darbhanga"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",8.8,NA,"","","BR","Darbhanga"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",19.3,NA,"","","BR","Darbhanga"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",9,NA,"","","BR","Darbhanga"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.7,NA,"","","BR","Darbhanga"
