"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"47. Births in a private health facility that were delivered by caesarean section (%)",35.1,59,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Kullu"
"48. Births in a public health facility that were delivered by caesarean section (%)",9.8,9.8,"","","HP","Kullu"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",80.2,65.7,"","","HP","Kullu"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",95,87.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Kullu"
"51. Children age 12-23 months who have received BCG (%)",93.8,96,"","","HP","Kullu"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",82.5,80.4,"","","HP","Kullu"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",91.5,85.8,"","","HP","Kullu"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",91.5,92.4,"","","HP","Kullu"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",53.3,NA,"","","HP","Kullu"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",87.4,NA,"","","HP","Kullu"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",91.5,70,"","","HP","Kullu"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",85.2,68.7,"","","HP","Kullu"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",92.9,96.3,"","","HP","Kullu"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",2.8,3.7,"","","HP","Kullu"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",8.5,3.5,"","","HP","Kullu"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Kullu"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Kullu"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Kullu"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0.5,2.5,"","","HP","Kullu"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,71.7,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","HP","Kullu"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",50.7,49.7,"","","HP","Kullu"
"68. Children under age 6 months exclusively breastfed16 (%)",69.9,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Kullu"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Kullu"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",26.7,0.6,"","","HP","Kullu"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Kullu"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",28.7,0.9,"","","HP","Kullu"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",35.9,19,"","","HP","Kullu"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",16.1,11.3,"","","HP","Kullu"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",5.8,5.4,"","","HP","Kullu"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",25.6,11,"","","HP","Kullu"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",11.2,2.5,"","","HP","Kullu"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",11,13.4,"","","HP","Kullu"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",29.8,26.7,"","","HP","Kullu"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",65.2,NA,"","","HP","Kullu"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",75.3,54.9,"","","HP","Kullu"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",53.7,60,"","","HP","Kullu"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",23.1,44.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Kullu"
"84. All women age 15-49 years who are anaemic22 (%)",52.8,59.5,"","","HP","Kullu"
"85. All women age 15-19 years who are anaemic22 (%)",55.5,62,"","","HP","Kullu"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",3.9,NA,"","","HP","Kullu"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",4.3,NA,"","","HP","Kullu"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",9.4,NA,"","","HP","Kullu"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",4.7,NA,"","","HP","Kullu"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",3.6,NA,"","","HP","Kullu"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",9.1,NA,"","","HP","Kullu"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.3,NA,"","","HP","Kullu"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",2.9,NA,"","","HP","Kullu"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",17.4,NA,"","","HP","Kullu"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",15.1,NA,"","","HP","Kullu"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.6,NA,"","","HP","Kullu"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",20.6,NA,"","","HP","Kullu"
"98. Ever undergone a screening test for cervical cancer (%)",0.7,NA,"","","HP","Kullu"
"99. Ever undergone a breast examination for breast cancer (%)",0.6,NA,"","","HP","Kullu"
"100. Ever undergone an oral cavity examination for oral cancer (%)",1.4,NA,"","","HP","Kullu"
"101. Women age 15 years and above who use any kind of tobacco (%)",1.4,NA,"","","HP","Kullu"
"102. Men age 15 years and above who use any kind of tobacco (%)",33.6,NA,"","","HP","Kullu"
"103. Women age 15 years and above who consume alcohol (%)",1,NA,"","","HP","Kullu"
"104. Men age 15 years and above who consume alcohol (%)",33.7,NA,"","","HP","Kullu"
"1. Female population age 6 years and above who ever attended school (%)",65.6,65.7,"","","HP","Lahul and Spiti"
"2. Population below age 15 years (%)",17.8,19,"","","HP","Lahul and Spiti"
"3. Sex ratio of the total population (females per 1,000 males)",1077,994,"","","HP","Lahul and Spiti"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1182,787,"","","HP","Lahul and Spiti"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",98.9,95.1,"","","HP","Lahul and Spiti"
"6. Deaths in the last 3 years registered with the civil authority (%)",92.3,NA,"","","HP","Lahul and Spiti"
"7. Population living in households with electricity (%)",99.8,98.2,"","","HP","Lahul and Spiti"
"8. Population living in households with an improved drinking-water source1 (%)",89.2,97.2,"","","HP","Lahul and Spiti"
"9. Population living in households that use an improved sanitation facility2 (%)",61.7,54.7,"","","HP","Lahul and Spiti"
"10. Households using clean fuel for cooking3 (%)",71.7,59.9,"","","HP","Lahul and Spiti"
"11. Households using iodized salt (%)",99.2,99.7,"","","HP","Lahul and Spiti"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",31.2,21.3,"","","HP","Lahul and Spiti"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",9.6,NA,"Based on 25-49 unweighted cases","","HP","Lahul and Spiti"
"14. Women who are literate4 (%)",86.2,NA,"","","HP","Lahul and Spiti"
"15. Women with 10 or more years of schooling (%)",55.9,51.9,"","","HP","Lahul and Spiti"
"16. Women age 20-24 years married before age 18 years (%)",11.2,13.8,"","","HP","Lahul and Spiti"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",1.5,1.4,"","","HP","Lahul and Spiti"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",3.1,7.5,"","","HP","Lahul and Spiti"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",90.9,84.6,"","","HP","Lahul and Spiti"
"20. Any method6 (%)",78.5,62,"","","HP","Lahul and Spiti"
"21. Any modern method6 (%)",66.3,58.7,"","","HP","Lahul and Spiti"
"22. Female sterilization (%)",27.5,28.6,"","","HP","Lahul and Spiti"
"23. Male sterilization (%)",13.3,15.6,"","","HP","Lahul and Spiti"
"24. IUD/PPIUD (%)",4.4,4.3,"","","HP","Lahul and Spiti"
"25. Pill (%)",1.6,2.5,"","","HP","Lahul and Spiti"
"26. Condom (%)",18.1,7.6,"","","HP","Lahul and Spiti"
"27. Injectables (%)",0.9,0,"","","HP","Lahul and Spiti"
"28. Total unmet need7 (%)",5.7,12.9,"","","HP","Lahul and Spiti"
"29. Unmet need for spacing7 (%)",1.4,3.7,"","","HP","Lahul and Spiti"
"30. Health worker ever talked to female non-users about family planning (%)",16.4,16.9,"","","HP","Lahul and Spiti"
"31. Current users ever told about side effects of current method8 (%)",46.4,35.9,"","","HP","Lahul and Spiti"
"32. Mothers who had an antenatal check-up in the first trimester (%)",62.4,71.4,"","","HP","Lahul and Spiti"
"33. Mothers who had at least 4 antenatal care visits (%)",65.6,61.5,"","","HP","Lahul and Spiti"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",95.4,90.7,"","","HP","Lahul and Spiti"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",72.7,46,"","","HP","Lahul and Spiti"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",48,12.2,"","","HP","Lahul and Spiti"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",99.4,97.6,"","","HP","Lahul and Spiti"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",81.1,62.6,"","","HP","Lahul and Spiti"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3533,4472,"","","HP","Lahul and Spiti"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,0,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","HP","Lahul and Spiti"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",81,NA,"","","HP","Lahul and Spiti"
"42. Institutional births (%)",86.4,73.3,"","","HP","Lahul and Spiti"
"43. Institutional births in public facility (%)",75.9,59.9,"","","HP","Lahul and Spiti"
"44. Home births that were conducted by skilled health personnel10 (%)",2.3,3.3,"","","HP","Lahul and Spiti"
"45. Births attended by skilled health personnel10 (%)",86.7,76.6,"","","HP","Lahul and Spiti"
"46. Births delivered by caesarean section (%)",17.7,14.1,"","","HP","Lahul and Spiti"
"47. Births in a private health facility that were delivered by caesarean section (%)",NA,54.3,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","HP","Lahul and Spiti"
"48. Births in a public health facility that were delivered by caesarean section (%)",16.4,11.3,"","","HP","Lahul and Spiti"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",77.9,58.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Lahul and Spiti"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",100,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Lahul and Spiti"
"51. Children age 12-23 months who have received BCG (%)",97.5,91.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Lahul and Spiti"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",79.8,64.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Lahul and Spiti"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",92.7,76.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Lahul and Spiti"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",92.9,91.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Lahul and Spiti"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",26.7,NA,"Based on 25-49 unweighted cases","","HP","Lahul and Spiti"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",85.9,NA,"Based on 25-49 unweighted cases","","HP","Lahul and Spiti"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",92.7,43.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Lahul and Spiti"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",74.5,62.1,"","","HP","Lahul and Spiti"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",95.5,97.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Lahul and Spiti"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",4.5,0,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Lahul and Spiti"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",6.5,3.4,"","","HP","Lahul and Spiti"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Lahul and Spiti"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Lahul and Spiti"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Lahul and Spiti"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1.3,0.7,"","","HP","Lahul and Spiti"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Lahul and Spiti"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",57.1,42.7,"","","HP","Lahul and Spiti"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Lahul and Spiti"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Lahul and Spiti"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",21.7,11.6,"","Based on 25-49 unweighted cases","HP","Lahul and Spiti"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Lahul and Spiti"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",19.7,9.8,"","Based on 25-49 unweighted cases","HP","Lahul and Spiti"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",28.5,23,"","","HP","Lahul and Spiti"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",16.3,20.8,"","","HP","Lahul and Spiti"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",10.3,7.3,"","","HP","Lahul and Spiti"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",18.4,16.1,"","","HP","Lahul and Spiti"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",7.4,5,"","","HP","Lahul and Spiti"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",9.9,9.6,"","","HP","Lahul and Spiti"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",26.9,23.4,"","","HP","Lahul and Spiti"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",61.9,NA,"","","HP","Lahul and Spiti"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",91,94.7,"","","HP","Lahul and Spiti"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",82.3,83.5,"","","HP","Lahul and Spiti"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Lahul and Spiti"
"84. All women age 15-49 years who are anaemic22 (%)",82.1,83.2,"","","HP","Lahul and Spiti"
"85. All women age 15-19 years who are anaemic22 (%)",85.8,81.6,"","","HP","Lahul and Spiti"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",4.1,NA,"","","HP","Lahul and Spiti"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",2.3,NA,"","","HP","Lahul and Spiti"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",6.7,NA,"","","HP","Lahul and Spiti"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",4.3,NA,"","","HP","Lahul and Spiti"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",2.8,NA,"","","HP","Lahul and Spiti"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",8.5,NA,"","","HP","Lahul and Spiti"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",8.7,NA,"","","HP","Lahul and Spiti"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.6,NA,"","","HP","Lahul and Spiti"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",15,NA,"","","HP","Lahul and Spiti"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",11.6,NA,"","","HP","Lahul and Spiti"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.6,NA,"","","HP","Lahul and Spiti"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",19.2,NA,"","","HP","Lahul and Spiti"
"98. Ever undergone a screening test for cervical cancer (%)",1.2,NA,"","","HP","Lahul and Spiti"
"99. Ever undergone a breast examination for breast cancer (%)",0.2,NA,"","","HP","Lahul and Spiti"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.4,NA,"","","HP","Lahul and Spiti"
"101. Women age 15 years and above who use any kind of tobacco (%)",1.7,NA,"","","HP","Lahul and Spiti"
"102. Men age 15 years and above who use any kind of tobacco (%)",33.5,NA,"","","HP","Lahul and Spiti"
"103. Women age 15 years and above who consume alcohol (%)",1.8,NA,"","","HP","Lahul and Spiti"
"104. Men age 15 years and above who consume alcohol (%)",47.9,NA,"","","HP","Lahul and Spiti"
"1. Female population age 6 years and above who ever attended school (%)",79.2,75.4,"","","HP","Mandi"
"2. Population below age 15 years (%)",22.3,25,"","","HP","Mandi"
"3. Sex ratio of the total population (females per 1,000 males)",1159,1167,"","","HP","Mandi"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",840,921,"","","HP","Mandi"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",99.3,93.5,"","","HP","Mandi"
"6. Deaths in the last 3 years registered with the civil authority (%)",95.6,NA,"","","HP","Mandi"
"7. Population living in households with electricity (%)",99.5,99.7,"","","HP","Mandi"
"8. Population living in households with an improved drinking-water source1 (%)",96.5,96,"","","HP","Mandi"
"9. Population living in households that use an improved sanitation facility2 (%)",87,73.6,"","","HP","Mandi"
"10. Households using clean fuel for cooking3 (%)",38.6,23.8,"","","HP","Mandi"
"11. Households using iodized salt (%)",98.9,99,"","","HP","Mandi"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",41.3,37.2,"","","HP","Mandi"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",2.6,NA,"Based on 25-49 unweighted cases","","HP","Mandi"
"14. Women who are literate4 (%)",94,NA,"","","HP","Mandi"
"15. Women with 10 or more years of schooling (%)",71.8,63.9,"","","HP","Mandi"
"16. Women age 20-24 years married before age 18 years (%)",6.3,14.3,"","","HP","Mandi"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0.8,1.6,"","","HP","Mandi"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",6.3,5.6,"","","HP","Mandi"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",92.4,84.8,"","","HP","Mandi"
"20. Any method6 (%)",81.4,65.6,"","","HP","Mandi"
"21. Any modern method6 (%)",71.3,62.8,"","","HP","Mandi"
"22. Female sterilization (%)",50.5,51.9,"","","HP","Mandi"
"23. Male sterilization (%)",1.4,1,"","","HP","Mandi"
"24. IUD/PPIUD (%)",0.6,0.4,"","","HP","Mandi"
"25. Pill (%)",1.1,1.4,"","","HP","Mandi"
"26. Condom (%)",17.6,7.9,"","","HP","Mandi"
"27. Injectables (%)",0.1,0,"","","HP","Mandi"
"28. Total unmet need7 (%)",7.1,16.1,"","","HP","Mandi"
"29. Unmet need for spacing7 (%)",2.8,7.2,"","","HP","Mandi"
"30. Health worker ever talked to female non-users about family planning (%)",14.2,17.5,"","","HP","Mandi"
"31. Current users ever told about side effects of current method8 (%)",44.8,33.9,"","","HP","Mandi"
"32. Mothers who had an antenatal check-up in the first trimester (%)",81.2,61.1,"","","HP","Mandi"
"33. Mothers who had at least 4 antenatal care visits (%)",70.3,56.1,"","","HP","Mandi"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",95.5,87.5,"","","HP","Mandi"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",68.4,34.2,"","","HP","Mandi"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",39.9,15.8,"","","HP","Mandi"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",100,94.1,"","","HP","Mandi"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",84.2,56.3,"","","HP","Mandi"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2859,3443,"","","HP","Mandi"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,0,"Percentage not shown; based on fewer than 25 unweighted cases","","HP","Mandi"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",83.2,NA,"","","HP","Mandi"
"42. Institutional births (%)",86.6,64.3,"","","HP","Mandi"
"43. Institutional births in public facility (%)",77.4,53,"","","HP","Mandi"
"44. Home births that were conducted by skilled health personnel10 (%)",1.4,2.8,"","","HP","Mandi"
"45. Births attended by skilled health personnel10 (%)",86.4,67.3,"","","HP","Mandi"
"46. Births delivered by caesarean section (%)",16,10,"","","HP","Mandi"
"47. Births in a private health facility that were delivered by caesarean section (%)",NA,37.7,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","HP","Mandi"
"48. Births in a public health facility that were delivered by caesarean section (%)",14.8,10.7,"","","HP","Mandi"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",94.1,78.8,"Based on 25-49 unweighted cases","","HP","Mandi"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",98,96.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Mandi"
"51. Children age 12-23 months who have received BCG (%)",100,98.5,"Based on 25-49 unweighted cases","","HP","Mandi"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",94.1,88.3,"Based on 25-49 unweighted cases","","HP","Mandi"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",100,87.4,"Based on 25-49 unweighted cases","","HP","Mandi"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",100,94.4,"Based on 25-49 unweighted cases","","HP","Mandi"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",56.6,NA,"Based on 25-49 unweighted cases","","HP","Mandi"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",95.9,NA,"Based on 25-49 unweighted cases","","HP","Mandi"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",100,81.7,"Based on 25-49 unweighted cases","","HP","Mandi"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",72.8,74.6,"","","HP","Mandi"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,96.7,"Based on 25-49 unweighted cases","","HP","Mandi"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,3.3,"Based on 25-49 unweighted cases","","HP","Mandi"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",2.6,5.9,"","","HP","Mandi"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Mandi"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Mandi"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Mandi"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0.4,2.6,"","","HP","Mandi"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,76.4,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","HP","Mandi"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",45.5,35.4,"","","HP","Mandi"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Mandi"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Mandi"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",23.2,15.8,"Based on 25-49 unweighted cases","","HP","Mandi"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Mandi"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",24.4,13.9,"","","HP","Mandi"
