"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"20. Any method6 (%)",74.9,77.9,"","","WB","Hugli"
"21. Any modern method6 (%)",61.3,61.8,"","","WB","Hugli"
"22. Female sterilization (%)",36,38.7,"","","WB","Hugli"
"23. Male sterilization (%)",0.3,0.3,"","","WB","Hugli"
"24. IUD/PPIUD (%)",1.7,1.7,"","","WB","Hugli"
"25. Pill (%)",13.6,14.2,"","","WB","Hugli"
"26. Condom (%)",7.8,6.5,"","","WB","Hugli"
"27. Injectables (%)",0.5,0.3,"","","WB","Hugli"
"28. Total unmet need7 (%)",7,6.4,"","","WB","Hugli"
"29. Unmet need for spacing7 (%)",2.5,1.7,"","","WB","Hugli"
"30. Health worker ever talked to female non-users about family planning (%)",13.3,10.4,"","","WB","Hugli"
"31. Current users ever told about side effects of current method8 (%)",59.7,50.4,"","","WB","Hugli"
"32. Mothers who had an antenatal check-up in the first trimester (%)",76,52.3,"","","WB","Hugli"
"33. Mothers who had at least 4 antenatal care visits (%)",72.2,76.6,"","","WB","Hugli"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",92.2,95.3,"","","WB","Hugli"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",68.1,33.1,"","","WB","Hugli"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",42.3,3.5,"","","WB","Hugli"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.6,98.4,"","","WB","Hugli"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",56.7,69.9,"","","WB","Hugli"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",4558,2684,"","","WB","Hugli"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Hugli"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",76.7,NA,"","","WB","Hugli"
"42. Institutional births (%)",97,91.3,"","","WB","Hugli"
"43. Institutional births in public facility (%)",67.9,61.3,"","","WB","Hugli"
"44. Home births that were conducted by skilled health personnel10 (%)",0.4,0.9,"","","WB","Hugli"
"45. Births attended by skilled health personnel10 (%)",97.4,91.7,"","","WB","Hugli"
"46. Births delivered by caesarean section (%)",49.7,39.8,"","","WB","Hugli"
"47. Births in a private health facility that were delivered by caesarean section (%)",84.9,76.6,"","","WB","Hugli"
"48. Births in a public health facility that were delivered by caesarean section (%)",36.8,27.5,"","","WB","Hugli"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",95.4,88.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Hugli"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",95.2,100,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Hugli"
"51. Children age 12-23 months who have received BCG (%)",100,100,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Hugli"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",100,90.5,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Hugli"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",95.4,100,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Hugli"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",97.9,95.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Hugli"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",43.4,NA,"Based on 25-49 unweighted cases","","WB","Hugli"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",2.2,NA,"Based on 25-49 unweighted cases","","WB","Hugli"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",93.3,85.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Hugli"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",73.3,70.6,"","","WB","Hugli"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",97.8,98.5,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Hugli"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",2.2,1.5,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Hugli"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",11.2,7.4,"","","WB","Hugli"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Hugli"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Hugli"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Hugli"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0.8,2.8,"","","WB","Hugli"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",62.8,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","WB","Hugli"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",69.5,37.5,"","","WB","Hugli"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Hugli"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Hugli"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",26.4,19.8,"","","WB","Hugli"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Hugli"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",25.3,19.3,"","","WB","Hugli"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",28.9,30.1,"","","WB","Hugli"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",20,18.5,"","","WB","Hugli"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",5,4.7,"","","WB","Hugli"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",33.4,28.7,"","","WB","Hugli"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",5.2,3,"","","WB","Hugli"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",14.1,18.3,"","","WB","Hugli"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",34.6,29.9,"","","WB","Hugli"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",71.9,NA,"","","WB","Hugli"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",67.9,53.3,"","","WB","Hugli"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",75.1,64.2,"","","WB","Hugli"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Hugli"
"84. All women age 15-49 years who are anaemic22 (%)",75.1,63.2,"","","WB","Hugli"
"85. All women age 15-19 years who are anaemic22 (%)",75.1,68,"","","WB","Hugli"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",8.8,NA,"","","WB","Hugli"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",9.5,NA,"","","WB","Hugli"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",19.7,NA,"","","WB","Hugli"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.7,NA,"","","WB","Hugli"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",11.4,NA,"","","WB","Hugli"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",22.3,NA,"","","WB","Hugli"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",12.2,NA,"","","WB","Hugli"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.4,NA,"","","WB","Hugli"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",24.1,NA,"","","WB","Hugli"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",17.7,NA,"","","WB","Hugli"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.6,NA,"","","WB","Hugli"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",26.7,NA,"","","WB","Hugli"
"98. Ever undergone a screening test for cervical cancer (%)",0.3,NA,"","","WB","Hugli"
"99. Ever undergone a breast examination for breast cancer (%)",0.4,NA,"","","WB","Hugli"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.6,NA,"","","WB","Hugli"
"101. Women age 15 years and above who use any kind of tobacco (%)",8.1,NA,"","","WB","Hugli"
"102. Men age 15 years and above who use any kind of tobacco (%)",53.5,NA,"","","WB","Hugli"
"103. Women age 15 years and above who consume alcohol (%)",1.5,NA,"","","WB","Hugli"
"104. Men age 15 years and above who consume alcohol (%)",22.3,NA,"","","WB","Hugli"
"1. Female population age 6 years and above who ever attended school (%)",73.7,68.8,"","","WB","Jalpaiguri"
"2. Population below age 15 years (%)",22.6,25.7,"","","WB","Jalpaiguri"
"3. Sex ratio of the total population (females per 1,000 males)",1038,969,"","","WB","Jalpaiguri"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1099,908,"","","WB","Jalpaiguri"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",99.2,96.9,"","","WB","Jalpaiguri"
"6. Deaths in the last 3 years registered with the civil authority (%)",74.8,NA,"","","WB","Jalpaiguri"
"7. Population living in households with electricity (%)",97.4,90.5,"","","WB","Jalpaiguri"
"8. Population living in households with an improved drinking-water source1 (%)",95.2,85.2,"","","WB","Jalpaiguri"
"9. Population living in households that use an improved sanitation facility2 (%)",73.2,51,"","","WB","Jalpaiguri"
"10. Households using clean fuel for cooking3 (%)",42.7,27,"","","WB","Jalpaiguri"
"11. Households using iodized salt (%)",94.8,92.1,"","","WB","Jalpaiguri"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",35.8,25.3,"","","WB","Jalpaiguri"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",30,NA,"","","WB","Jalpaiguri"
"14. Women who are literate4 (%)",73.6,NA,"","","WB","Jalpaiguri"
"15. Women with 10 or more years of schooling (%)",33.9,22.7,"","","WB","Jalpaiguri"
"16. Women age 20-24 years married before age 18 years (%)",18.7,34.5,"","","WB","Jalpaiguri"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0,1.2,"","","WB","Jalpaiguri"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",11.8,9.7,"","","WB","Jalpaiguri"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",82.3,51.4,"","","WB","Jalpaiguri"
"20. Any method6 (%)",82.7,49.1,"","","WB","Jalpaiguri"
"21. Any modern method6 (%)",70.1,48.2,"","","WB","Jalpaiguri"
"22. Female sterilization (%)",35.5,25.8,"","","WB","Jalpaiguri"
"23. Male sterilization (%)",0.3,0.3,"","","WB","Jalpaiguri"
"24. IUD/PPIUD (%)",4.6,0.9,"","","WB","Jalpaiguri"
"25. Pill (%)",20.2,17.1,"","","WB","Jalpaiguri"
"26. Condom (%)",7.6,4,"","","WB","Jalpaiguri"
"27. Injectables (%)",1,0,"","","WB","Jalpaiguri"
"28. Total unmet need7 (%)",4,13.6,"","","WB","Jalpaiguri"
"29. Unmet need for spacing7 (%)",1.6,5.1,"","","WB","Jalpaiguri"
"30. Health worker ever talked to female non-users about family planning (%)",15.1,14.9,"","","WB","Jalpaiguri"
"31. Current users ever told about side effects of current method8 (%)",61.1,61.7,"","","WB","Jalpaiguri"
"32. Mothers who had an antenatal check-up in the first trimester (%)",77.5,57,"","","WB","Jalpaiguri"
"33. Mothers who had at least 4 antenatal care visits (%)",88.4,80.7,"","","WB","Jalpaiguri"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",96.6,90.6,"","","WB","Jalpaiguri"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",70.7,24,"","","WB","Jalpaiguri"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",29,17,"","","WB","Jalpaiguri"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",100,97,"","","WB","Jalpaiguri"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",74.8,69.7,"","","WB","Jalpaiguri"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2243,3728,"","","WB","Jalpaiguri"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Jalpaiguri"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",82.5,NA,"","","WB","Jalpaiguri"
"42. Institutional births (%)",95.8,84,"","","WB","Jalpaiguri"
"43. Institutional births in public facility (%)",83.2,67.6,"","","WB","Jalpaiguri"
"44. Home births that were conducted by skilled health personnel10 (%)",0.4,3.3,"","","WB","Jalpaiguri"
"45. Births attended by skilled health personnel10 (%)",97.7,86.5,"","","WB","Jalpaiguri"
"46. Births delivered by caesarean section (%)",28.7,18.5,"","","WB","Jalpaiguri"
"47. Births in a private health facility that were delivered by caesarean section (%)",90.8,53.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Jalpaiguri"
"48. Births in a public health facility that were delivered by caesarean section (%)",20.8,14.5,"","","WB","Jalpaiguri"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",87.9,81.7,"","","WB","Jalpaiguri"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",96.3,87.8,"","","WB","Jalpaiguri"
"51. Children age 12-23 months who have received BCG (%)",98.3,98.3,"","","WB","Jalpaiguri"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",89.5,87.5,"","","WB","Jalpaiguri"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",94.8,91.2,"","","WB","Jalpaiguri"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",96.6,88.9,"","","WB","Jalpaiguri"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",53.6,NA,"","","WB","Jalpaiguri"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",0,NA,"","","WB","Jalpaiguri"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",94.8,93,"","","WB","Jalpaiguri"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",65.5,73,"","","WB","Jalpaiguri"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,98.1,"","","WB","Jalpaiguri"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,1.9,"","","WB","Jalpaiguri"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",4.3,10.3,"","","WB","Jalpaiguri"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,79.9,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","WB","Jalpaiguri"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,27.5,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","WB","Jalpaiguri"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,80.4,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","WB","Jalpaiguri"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.1,5.3,"","","WB","Jalpaiguri"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",80.9,79.8,"Based on 25-49 unweighted cases","","WB","Jalpaiguri"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",61.3,48.3,"","","WB","Jalpaiguri"
"68. Children under age 6 months exclusively breastfed16 (%)",60.9,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Jalpaiguri"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Jalpaiguri"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",29.7,15.6,"","","WB","Jalpaiguri"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Jalpaiguri"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",28.5,14.6,"","","WB","Jalpaiguri"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",28.9,31.2,"","","WB","Jalpaiguri"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",18.3,17.7,"","","WB","Jalpaiguri"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",7.3,7.6,"","","WB","Jalpaiguri"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",25.4,24.6,"","","WB","Jalpaiguri"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",5.5,3.9,"","","WB","Jalpaiguri"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",15.8,26.1,"","","WB","Jalpaiguri"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",16.7,14.8,"","","WB","Jalpaiguri"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",82.7,NA,"","","WB","Jalpaiguri"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",67.4,71,"","","WB","Jalpaiguri"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",72.2,67,"","","WB","Jalpaiguri"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",44.8,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Jalpaiguri"
"84. All women age 15-49 years who are anaemic22 (%)",71.4,67,"","","WB","Jalpaiguri"
"85. All women age 15-19 years who are anaemic22 (%)",66.6,73.1,"","","WB","Jalpaiguri"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",7.9,NA,"","","WB","Jalpaiguri"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",5.2,NA,"","","WB","Jalpaiguri"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",13.8,NA,"","","WB","Jalpaiguri"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.5,NA,"","","WB","Jalpaiguri"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",6.8,NA,"","","WB","Jalpaiguri"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",17.2,NA,"","","WB","Jalpaiguri"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",12.6,NA,"","","WB","Jalpaiguri"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",6.3,NA,"","","WB","Jalpaiguri"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",21.2,NA,"","","WB","Jalpaiguri"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",15.1,NA,"","","WB","Jalpaiguri"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",7.1,NA,"","","WB","Jalpaiguri"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",23.7,NA,"","","WB","Jalpaiguri"
"98. Ever undergone a screening test for cervical cancer (%)",0,NA,"","","WB","Jalpaiguri"
"99. Ever undergone a breast examination for breast cancer (%)",0,NA,"","","WB","Jalpaiguri"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0,NA,"","","WB","Jalpaiguri"
"101. Women age 15 years and above who use any kind of tobacco (%)",19,NA,"","","WB","Jalpaiguri"
"102. Men age 15 years and above who use any kind of tobacco (%)",54.2,NA,"","","WB","Jalpaiguri"
"103. Women age 15 years and above who consume alcohol (%)",2.8,NA,"","","WB","Jalpaiguri"
"104. Men age 15 years and above who consume alcohol (%)",28.2,NA,"","","WB","Jalpaiguri"
"1. Female population age 6 years and above who ever attended school (%)",75.7,73.7,"","","WB","Koch Bihar"
"2. Population below age 15 years (%)",25,26.3,"","","WB","Koch Bihar"
"3. Sex ratio of the total population (females per 1,000 males)",1058,1008,"","","WB","Koch Bihar"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",959,1073,"","","WB","Koch Bihar"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",97.4,94.6,"","","WB","Koch Bihar"
"6. Deaths in the last 3 years registered with the civil authority (%)",70.3,NA,"","","WB","Koch Bihar"
"7. Population living in households with electricity (%)",98.2,90.7,"","","WB","Koch Bihar"
"8. Population living in households with an improved drinking-water source1 (%)",99.3,98.8,"","","WB","Koch Bihar"
"9. Population living in households that use an improved sanitation facility2 (%)",75.7,53.3,"","","WB","Koch Bihar"
"10. Households using clean fuel for cooking3 (%)",25.7,13.7,"","","WB","Koch Bihar"
"11. Households using iodized salt (%)",97.6,89.4,"","","WB","Koch Bihar"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",36,44.5,"","","WB","Koch Bihar"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",27.8,NA,"","","WB","Koch Bihar"
"14. Women who are literate4 (%)",79.2,NA,"","","WB","Koch Bihar"
"15. Women with 10 or more years of schooling (%)",26.7,20.9,"","","WB","Koch Bihar"
"16. Women age 20-24 years married before age 18 years (%)",46.7,41.8,"","","WB","Koch Bihar"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0,1.6,"","","WB","Koch Bihar"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",27.3,23.6,"","","WB","Koch Bihar"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",83.5,46.1,"","","WB","Koch Bihar"
"20. Any method6 (%)",81.7,65.7,"","","WB","Koch Bihar"
"21. Any modern method6 (%)",67.7,60.8,"","","WB","Koch Bihar"
"22. Female sterilization (%)",31.9,34.9,"","","WB","Koch Bihar"
"23. Male sterilization (%)",0.3,0.4,"","","WB","Koch Bihar"
"24. IUD/PPIUD (%)",2.1,1.8,"","","WB","Koch Bihar"
"25. Pill (%)",24,21,"","","WB","Koch Bihar"
"26. Condom (%)",6.4,2.6,"","","WB","Koch Bihar"
"27. Injectables (%)",0.8,0.1,"","","WB","Koch Bihar"
"28. Total unmet need7 (%)",4.6,9.6,"","","WB","Koch Bihar"
"29. Unmet need for spacing7 (%)",2.3,4.1,"","","WB","Koch Bihar"
"30. Health worker ever talked to female non-users about family planning (%)",18.3,20.6,"","","WB","Koch Bihar"
"31. Current users ever told about side effects of current method8 (%)",49.7,55.9,"","","WB","Koch Bihar"
"32. Mothers who had an antenatal check-up in the first trimester (%)",71.3,58,"","","WB","Koch Bihar"
"33. Mothers who had at least 4 antenatal care visits (%)",77.3,74.4,"","","WB","Koch Bihar"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",96.6,94.4,"","","WB","Koch Bihar"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",58.8,20.3,"","","WB","Koch Bihar"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",28.3,10.5,"","","WB","Koch Bihar"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",99.6,97.4,"","","WB","Koch Bihar"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",71.9,68.8,"","","WB","Koch Bihar"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2499,6268,"","","WB","Koch Bihar"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,7.8,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","WB","Koch Bihar"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",79.7,NA,"","","WB","Koch Bihar"
"42. Institutional births (%)",93,81.2,"","","WB","Koch Bihar"
"43. Institutional births in public facility (%)",81.3,68.9,"","","WB","Koch Bihar"
"44. Home births that were conducted by skilled health personnel10 (%)",0.5,7.9,"","","WB","Koch Bihar"
"45. Births attended by skilled health personnel10 (%)",92.5,88.7,"","","WB","Koch Bihar"
"46. Births delivered by caesarean section (%)",23.9,18.6,"","","WB","Koch Bihar"
"47. Births in a private health facility that were delivered by caesarean section (%)",91.8,77.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Koch Bihar"
"48. Births in a public health facility that were delivered by caesarean section (%)",16.1,13.3,"","","WB","Koch Bihar"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",94.2,76.6,"","Based on 25-49 unweighted cases","WB","Koch Bihar"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",97.1,81.9,"","Based on 25-49 unweighted cases","WB","Koch Bihar"
"51. Children age 12-23 months who have received BCG (%)",98.5,98.1,"","Based on 25-49 unweighted cases","WB","Koch Bihar"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",97,82.7,"","Based on 25-49 unweighted cases","WB","Koch Bihar"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",94.2,95.8,"","Based on 25-49 unweighted cases","WB","Koch Bihar"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",97,95.8,"","Based on 25-49 unweighted cases","WB","Koch Bihar"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",50,NA,"","","WB","Koch Bihar"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",0,NA,"","","WB","Koch Bihar"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",91.1,85,"","Based on 25-49 unweighted cases","WB","Koch Bihar"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",61.4,75.7,"","","WB","Koch Bihar"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,93.8,"","Based on 25-49 unweighted cases","WB","Koch Bihar"
