"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",73.1,38.9,"","","AS","Dhemaji"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",62.9,39.7,"","","AS","Dhemaji"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",61.7,42.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AS","Dhemaji"
"84. All women age 15-49 years who are anaemic22 (%)",62.9,39.8,"","","AS","Dhemaji"
"85. All women age 15-19 years who are anaemic22 (%)",59.3,35.5,"","","AS","Dhemaji"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",4.9,NA,"","","AS","Dhemaji"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",2.2,NA,"","","AS","Dhemaji"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",7.8,NA,"","","AS","Dhemaji"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.2,NA,"","","AS","Dhemaji"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",3.7,NA,"","","AS","Dhemaji"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",13.3,NA,"","","AS","Dhemaji"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.1,NA,"","","AS","Dhemaji"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.6,NA,"","","AS","Dhemaji"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",16,NA,"","","AS","Dhemaji"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",17.4,NA,"","","AS","Dhemaji"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.4,NA,"","","AS","Dhemaji"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",24.1,NA,"","","AS","Dhemaji"
"98.Ever undergone a screening test for cervical cancer (%)",0,NA,"","","AS","Dhemaji"
"99.Ever undergone a breast examination for breast cancer (%)",0,NA,"","","AS","Dhemaji"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0,NA,"","","AS","Dhemaji"
"101. Women age 15 years and above who use any kind of tobacco (%)",26.2,NA,"","","AS","Dhemaji"
"102. Men age 15 years and above who use any kind of tobacco (%)",62.7,NA,"","","AS","Dhemaji"
"103. Women age 15 years and above who consume alcohol (%)",30.6,NA,"","","AS","Dhemaji"
"104. Men age 15 years and above who consume alcohol (%)",59.5,NA,"","","AS","Dhemaji"
"1. Female population age 6 years and above who ever attended school (%)",71.8,NA,"","","AS","Dhubri"
"2. Population below age 15 years (%)",32.3,NA,"","","AS","Dhubri"
"3. Sex ratio of the total population (females per 1,000 males)",1000,NA,"","","AS","Dhubri"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",914,NA,"","","AS","Dhubri"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",96.4,NA,"","","AS","Dhubri"
"6. Deaths in the last 3 years registered with the civil authority (%)",73.1,NA,"","","AS","Dhubri"
"7. Population living in households with electricity (%)",92.5,NA,"","","AS","Dhubri"
"8. Population living in households with an improved drinking-water source1 (%)",96.7,NA,"","","AS","Dhubri"
"9. Population living in households that use an improved sanitation facility2 (%)",61.8,NA,"","","AS","Dhubri"
"10. Households using clean fuel for cooking3 (%)",40.7,NA,"","","AS","Dhubri"
"11. Households using iodized salt (%)",99.1,NA,"","","AS","Dhubri"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",59.4,NA,"","","AS","Dhubri"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",5.3,NA,"","","AS","Dhubri"
"14. Women who are literate4 (%)",69.5,NA,"","","AS","Dhubri"
"15. Women with 10 or more years of schooling (%)",20.4,NA,"","","AS","Dhubri"
"16. Women age 20-24 years married before age 18 years (%)",50.8,NA,"","","AS","Dhubri"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",1,NA,"","","AS","Dhubri"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",22.4,NA,"","","AS","Dhubri"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",48.8,NA,"","","AS","Dhubri"
"20. Any method6 (%)",64.1,NA,"","","AS","Dhubri"
"21. Any modern method6 (%)",53.2,NA,"","","AS","Dhubri"
"22. Female sterilization (%)",1.8,NA,"","","AS","Dhubri"
"23. Male sterilization (%)",0,NA,"","","AS","Dhubri"
"24. IUD/PPIUD (%)",1.3,NA,"","","AS","Dhubri"
"25. Pill (%)",44.2,NA,"","","AS","Dhubri"
"26. Condom (%)",5.1,NA,"","","AS","Dhubri"
"27. Injectables (%)",0.7,NA,"","","AS","Dhubri"
"28. Total unmet need7 (%)",11.5,NA,"","","AS","Dhubri"
"29. Unmet need for spacing7 (%)",4,NA,"","","AS","Dhubri"
"30. Health worker ever talked to female non-users about family planning (%)",22.6,NA,"","","AS","Dhubri"
"31. Current users ever told about side effects of current method8 (%)",76.7,NA,"","","AS","Dhubri"
"32. Mothers who had an antenatal check-up in the first trimester (%)",49.9,NA,"","","AS","Dhubri"
"33. Mothers who had at least 4 antenatal care visits (%)",37.6,NA,"","","AS","Dhubri"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",97,NA,"","","AS","Dhubri"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",47.6,NA,"","","AS","Dhubri"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",14.6,NA,"","","AS","Dhubri"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.2,NA,"","","AS","Dhubri"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",48.4,NA,"","","AS","Dhubri"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",4691,NA,"","","AS","Dhubri"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",0.8,NA,"","","AS","Dhubri"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",54.5,NA,"","","AS","Dhubri"
"42. Institutional births (%)",64.2,NA,"","","AS","Dhubri"
"43. Institutional births in public facility (%)",61.8,NA,"","","AS","Dhubri"
"44. Home births that were conducted by skilled health personnel10 (%)",5.8,NA,"","","AS","Dhubri"
"45. Births attended by skilled health personnel10 (%)",68.9,NA,"","","AS","Dhubri"
"46. Births delivered by caesarean section (%)",6.9,NA,"","","AS","Dhubri"
"47. Births in a private health facility that were delivered by caesarean section (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","AS","Dhubri"
"48. Births in a public health facility that were delivered by caesarean section (%)",8,NA,"","","AS","Dhubri"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",71.6,NA,"","","AS","Dhubri"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",69.5,NA,"","","AS","Dhubri"
"51. Children age 12-23 months who have received BCG (%)",90.5,NA,"","","AS","Dhubri"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",77.3,NA,"","","AS","Dhubri"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",82.7,NA,"","","AS","Dhubri"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",84,NA,"","","AS","Dhubri"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",31.8,NA,"","","AS","Dhubri"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",47.4,NA,"","","AS","Dhubri"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",81.4,NA,"","","AS","Dhubri"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",50.6,NA,"","","AS","Dhubri"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",96.9,NA,"","","AS","Dhubri"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,NA,"","","AS","Dhubri"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",9.8,NA,"","","AS","Dhubri"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",69.5,NA,"Based on 25-49 unweighted cases","","AS","Dhubri"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",22.9,NA,"Based on 25-49 unweighted cases","","AS","Dhubri"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",43.6,NA,"Based on 25-49 unweighted cases","","AS","Dhubri"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1.7,NA,"","","AS","Dhubri"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",39.7,NA,"","","AS","Dhubri"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",57.9,NA,"","","AS","Dhubri"
"68. Children under age 6 months exclusively breastfed16 (%)",66.4,NA,"Based on 25-49 unweighted cases","","AS","Dhubri"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","AS","Dhubri"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",6.6,NA,"","","AS","Dhubri"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","AS","Dhubri"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",7.4,NA,"","","AS","Dhubri"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",48.5,NA,"","","AS","Dhubri"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",21.5,NA,"","","AS","Dhubri"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",6.7,NA,"","","AS","Dhubri"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",37.8,NA,"","","AS","Dhubri"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",6,NA,"","","AS","Dhubri"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",22.2,NA,"","","AS","Dhubri"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",12.4,NA,"","","AS","Dhubri"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",68.1,NA,"","","AS","Dhubri"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",73.1,NA,"","","AS","Dhubri"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",63,NA,"","","AS","Dhubri"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",69.7,NA,"Based on 25-49 unweighted cases","","AS","Dhubri"
"84. All women age 15-49 years who are anaemic22 (%)",63.2,NA,"","","AS","Dhubri"
"85. All women age 15-19 years who are anaemic22 (%)",65.2,NA,"","","AS","Dhubri"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",4.6,NA,"","","AS","Dhubri"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",3.1,NA,"","","AS","Dhubri"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",8.2,NA,"","","AS","Dhubri"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",5.9,NA,"","","AS","Dhubri"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",4.4,NA,"","","AS","Dhubri"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",10.4,NA,"","","AS","Dhubri"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",11.3,NA,"","","AS","Dhubri"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.5,NA,"","","AS","Dhubri"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",18.2,NA,"","","AS","Dhubri"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13.4,NA,"","","AS","Dhubri"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.8,NA,"","","AS","Dhubri"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",19,NA,"","","AS","Dhubri"
"98.Ever undergone a screening test for cervical cancer (%)",0,NA,"","","AS","Dhubri"
"99.Ever undergone a breast examination for breast cancer (%)",0,NA,"","","AS","Dhubri"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0,NA,"","","AS","Dhubri"
"101. Women age 15 years and above who use any kind of tobacco (%)",21.8,NA,"","","AS","Dhubri"
"102. Men age 15 years and above who use any kind of tobacco (%)",55,NA,"","","AS","Dhubri"
"103. Women age 15 years and above who consume alcohol (%)",0.3,NA,"","","AS","Dhubri"
"104. Men age 15 years and above who consume alcohol (%)",5.1,NA,"","","AS","Dhubri"
"1. Female population age 6 years and above who ever attended school (%)",79.5,75.9,"","","AS","Dibrugarh"
"2. Population below age 15 years (%)",24,27.2,"","","AS","Dibrugarh"
"3. Sex ratio of the total population (females per 1,000 males)",1002,1035,"","","AS","Dibrugarh"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",979,931,"","","AS","Dibrugarh"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",93.9,86.4,"","","AS","Dibrugarh"
"6. Deaths in the last 3 years registered with the civil authority (%)",72.3,NA,"","","AS","Dibrugarh"
"7. Population living in households with electricity (%)",94.4,76.7,"","","AS","Dibrugarh"
"8. Population living in households with an improved drinking-water source1 (%)",98.1,98.8,"","","AS","Dibrugarh"
"9. Population living in households that use an improved sanitation facility2 (%)",75.3,59.7,"","","AS","Dibrugarh"
"10. Households using clean fuel for cooking3 (%)",44.7,28.1,"","","AS","Dibrugarh"
"11. Households using iodized salt (%)",99.5,99.8,"","","AS","Dibrugarh"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",58.8,7.7,"","","AS","Dibrugarh"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",2.8,NA,"","","AS","Dibrugarh"
"14. Women who are literate4 (%)",76.6,NA,"","","AS","Dibrugarh"
"15. Women with 10 or more years of schooling (%)",33.7,25.8,"","","AS","Dibrugarh"
"16. Women age 20-24 years married before age 18 years (%)",23,26.9,"","","AS","Dibrugarh"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0,0.6,"","","AS","Dibrugarh"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",4.8,10.6,"","","AS","Dibrugarh"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",79.8,56.7,"","","AS","Dibrugarh"
"20. Any method6 (%)",64.6,53.8,"","","AS","Dibrugarh"
"21. Any modern method6 (%)",43.6,37.7,"","","AS","Dibrugarh"
"22. Female sterilization (%)",24.3,20.9,"","","AS","Dibrugarh"
"23. Male sterilization (%)",0.1,0.1,"","","AS","Dibrugarh"
"24. IUD/PPIUD (%)",3,3.3,"","","AS","Dibrugarh"
"25. Pill (%)",10.7,10.6,"","","AS","Dibrugarh"
"26. Condom (%)",4.5,2.7,"","","AS","Dibrugarh"
"27. Injectables (%)",0.5,0,"","","AS","Dibrugarh"
"28. Total unmet need7 (%)",8.7,13.7,"","","AS","Dibrugarh"
"29. Unmet need for spacing7 (%)",4.8,6.6,"","","AS","Dibrugarh"
"30. Health worker ever talked to female non-users about family planning (%)",28.9,15.1,"","","AS","Dibrugarh"
"31. Current users ever told about side effects of current method8 (%)",76.5,71.3,"","","AS","Dibrugarh"
"32. Mothers who had an antenatal check-up in the first trimester (%)",75.8,71.3,"","","AS","Dibrugarh"
"33. Mothers who had at least 4 antenatal care visits (%)",75.6,67.6,"","","AS","Dibrugarh"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",94.1,92.8,"","","AS","Dibrugarh"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",58.9,55.2,"","","AS","Dibrugarh"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",28,11.9,"","","AS","Dibrugarh"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",99.6,97.7,"","","AS","Dibrugarh"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",82.1,71.1,"","","AS","Dibrugarh"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",5125,4792,"","","AS","Dibrugarh"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,6.7,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","AS","Dibrugarh"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",87,NA,"","","AS","Dibrugarh"
"42. Institutional births (%)",93.1,88.5,"","","AS","Dibrugarh"
"43. Institutional births in public facility (%)",71.6,62.2,"","","AS","Dibrugarh"
"44. Home births that were conducted by skilled health personnel10 (%)",1.2,1.5,"","","AS","Dibrugarh"
"45. Births attended by skilled health personnel10 (%)",95.3,90.7,"","","AS","Dibrugarh"
"46. Births delivered by caesarean section (%)",27.7,24.3,"","","AS","Dibrugarh"
"47. Births in a private health facility that were delivered by caesarean section (%)",62.9,47.5,"","","AS","Dibrugarh"
"48. Births in a public health facility that were delivered by caesarean section (%)",19.9,19,"","","AS","Dibrugarh"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",83.8,71.1,"Based on 25-49 unweighted cases","","AS","Dibrugarh"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",85.5,77.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AS","Dibrugarh"
"51. Children age 12-23 months who have received BCG (%)",97.8,100,"Based on 25-49 unweighted cases","","AS","Dibrugarh"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",83.8,78.3,"Based on 25-49 unweighted cases","","AS","Dibrugarh"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",93,82.1,"Based on 25-49 unweighted cases","","AS","Dibrugarh"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",97.8,92.6,"Based on 25-49 unweighted cases","","AS","Dibrugarh"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",35.1,NA,"Based on 25-49 unweighted cases","","AS","Dibrugarh"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",50,NA,"Based on 25-49 unweighted cases","","AS","Dibrugarh"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",93,71.5,"Based on 25-49 unweighted cases","","AS","Dibrugarh"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",56.5,69.8,"","","AS","Dibrugarh"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",87.2,77.9,"Based on 25-49 unweighted cases","","AS","Dibrugarh"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",7.6,18.7,"Based on 25-49 unweighted cases","","AS","Dibrugarh"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",5.8,1.3,"","","AS","Dibrugarh"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AS","Dibrugarh"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AS","Dibrugarh"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AS","Dibrugarh"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.5,0.7,"","","AS","Dibrugarh"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",56.1,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","AS","Dibrugarh"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",52.6,66.9,"","","AS","Dibrugarh"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,69.9,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","AS","Dibrugarh"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AS","Dibrugarh"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",5.7,14.8,"","","AS","Dibrugarh"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AS","Dibrugarh"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",5.6,16.4,"","","AS","Dibrugarh"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",27.3,33.3,"","","AS","Dibrugarh"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",20.6,22.4,"","","AS","Dibrugarh"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",8.4,8.2,"","","AS","Dibrugarh"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",32,33,"","","AS","Dibrugarh"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",2,3.3,"","","AS","Dibrugarh"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",20.3,29.3,"","","AS","Dibrugarh"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",20.9,14.9,"","","AS","Dibrugarh"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",58.7,NA,"","","AS","Dibrugarh"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",66.4,52.6,"","","AS","Dibrugarh"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",72,53.7,"","","AS","Dibrugarh"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",47.2,56,"","Based on 25-49 unweighted cases","AS","Dibrugarh"
"84. All women age 15-49 years who are anaemic22 (%)",70.8,53.7,"","","AS","Dibrugarh"
"85. All women age 15-19 years who are anaemic22 (%)",64.3,60.3,"","","AS","Dibrugarh"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",7.9,NA,"","","AS","Dibrugarh"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",6.6,NA,"","","AS","Dibrugarh"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",15.4,NA,"","","AS","Dibrugarh"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.1,NA,"","","AS","Dibrugarh"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",9,NA,"","","AS","Dibrugarh"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",19.2,NA,"","","AS","Dibrugarh"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.7,NA,"","","AS","Dibrugarh"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.3,NA,"","","AS","Dibrugarh"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",18.1,NA,"","","AS","Dibrugarh"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13.5,NA,"","","AS","Dibrugarh"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.3,NA,"","","AS","Dibrugarh"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",21.4,NA,"","","AS","Dibrugarh"
"98.Ever undergone a screening test for cervical cancer (%)",0,NA,"","","AS","Dibrugarh"
"99.Ever undergone a breast examination for breast cancer (%)",0.2,NA,"","","AS","Dibrugarh"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.5,NA,"","","AS","Dibrugarh"
"101. Women age 15 years and above who use any kind of tobacco (%)",27.9,NA,"","","AS","Dibrugarh"
"102. Men age 15 years and above who use any kind of tobacco (%)",57.7,NA,"","","AS","Dibrugarh"
"103. Women age 15 years and above who consume alcohol (%)",19,NA,"","","AS","Dibrugarh"
"104. Men age 15 years and above who consume alcohol (%)",51.9,NA,"","","AS","Dibrugarh"
"1. Female population age 6 years and above who ever attended school (%)",85.1,74.1,"","","AS","Dima Hasao"
"2. Population below age 15 years (%)",27.7,31.6,"","","AS","Dima Hasao"
"3. Sex ratio of the total population (females per 1,000 males)",959,969,"","","AS","Dima Hasao"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",908,953,"","","AS","Dima Hasao"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",95,84.2,"","","AS","Dima Hasao"
"6. Deaths in the last 3 years registered with the civil authority (%)",60.3,NA,"Based on 25-49 unweighted cases","","AS","Dima Hasao"
"7. Population living in households with electricity (%)",95.9,79.2,"","","AS","Dima Hasao"
"8. Population living in households with an improved drinking-water source1 (%)",50.2,51.2,"","","AS","Dima Hasao"
"9. Population living in households that use an improved sanitation facility2 (%)",83.8,61.1,"","","AS","Dima Hasao"
"10. Households using clean fuel for cooking3 (%)",48.2,24.3,"","","AS","Dima Hasao"
"11. Households using iodized salt (%)",99.4,100,"","","AS","Dima Hasao"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",61.9,5.4,"","","AS","Dima Hasao"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",8.5,NA,"","","AS","Dima Hasao"
"14. Women who are literate4 (%)",87.7,NA,"","","AS","Dima Hasao"
"15. Women with 10 or more years of schooling (%)",42.4,28.4,"","","AS","Dima Hasao"
"16. Women age 20-24 years married before age 18 years (%)",16.5,20.2,"","","AS","Dima Hasao"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0.7,2.4,"","","AS","Dima Hasao"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",5.4,9.1,"","","AS","Dima Hasao"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",79.1,61.3,"","","AS","Dima Hasao"
"20. Any method6 (%)",65.5,48.7,"","","AS","Dima Hasao"
"21. Any modern method6 (%)",44.9,29.7,"","","AS","Dima Hasao"
"22. Female sterilization (%)",10.2,3.2,"","","AS","Dima Hasao"
"23. Male sterilization (%)",0.2,0,"","","AS","Dima Hasao"
"24. IUD/PPIUD (%)",4,2.7,"","","AS","Dima Hasao"
"25. Pill (%)",27,21.7,"","","AS","Dima Hasao"
"26. Condom (%)",3.1,1.4,"","","AS","Dima Hasao"
"27. Injectables (%)",0,0.3,"","","AS","Dima Hasao"
"28. Total unmet need7 (%)",9.7,18.4,"","","AS","Dima Hasao"
