"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"20. Any method6 (%)",56.8,NA,"","","TG","Kamareddy"
"21. Any modern method6 (%)",56.8,NA,"","","TG","Kamareddy"
"22. Female sterilization (%)",55.9,NA,"","","TG","Kamareddy"
"23. Male sterilization (%)",0.1,NA,"","","TG","Kamareddy"
"24. IUD/PPIUD (%)",0.3,NA,"","","TG","Kamareddy"
"25. Pill (%)",0.2,NA,"","","TG","Kamareddy"
"26. Condom (%)",0.3,NA,"","","TG","Kamareddy"
"27. Injectables (%)",0,NA,"","","TG","Kamareddy"
"28. Total unmet need7 (%)",9.8,NA,"","","TG","Kamareddy"
"29. Unmet need for spacing7 (%)",5.4,NA,"","","TG","Kamareddy"
"30. Health worker ever talked to female non-users about family planning (%)",9.4,NA,"","","TG","Kamareddy"
"31. Current users ever told about side effects of current method8 (%)",44.4,NA,"","","TG","Kamareddy"
"32. Mothers who had an antenatal check-up in the first trimester (%)",87.5,NA,"","","TG","Kamareddy"
"33. Mothers who had at least 4 antenatal care visits (%)",79.5,NA,"","","TG","Kamareddy"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",90.6,NA,"","","TG","Kamareddy"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",56.1,NA,"","","TG","Kamareddy"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",28.3,NA,"","","TG","Kamareddy"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",96.8,NA,"","","TG","Kamareddy"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",86.8,NA,"","","TG","Kamareddy"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",5957,NA,"","","TG","Kamareddy"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Kamareddy"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",89,NA,"","","TG","Kamareddy"
"42. Institutional births (%)",97.1,NA,"","","TG","Kamareddy"
"43. Institutional births in public facility (%)",59.1,NA,"","","TG","Kamareddy"
"44. Home births that were conducted by skilled health personnel10 (%)",1.5,NA,"","","TG","Kamareddy"
"45. Births attended by skilled health personnel10 (%)",93.2,NA,"","","TG","Kamareddy"
"46. Births delivered by caesarean section (%)",55.4,NA,"","","TG","Kamareddy"
"47. Births in a private health facility that were delivered by caesarean section (%)",79.8,NA,"","","TG","Kamareddy"
"48. Births in a public health facility that were delivered by caesarean section (%)",42.6,NA,"","","TG","Kamareddy"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",75.5,NA,"","","TG","Kamareddy"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",84.1,NA,"Based on 25-49 unweighted cases","","TG","Kamareddy"
"51. Children age 12-23 months who have received BCG (%)",94.3,NA,"","","TG","Kamareddy"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",85.3,NA,"","","TG","Kamareddy"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",86.8,NA,"","","TG","Kamareddy"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",91.2,NA,"","","TG","Kamareddy"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",38.4,NA,"","","TG","Kamareddy"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",9.2,NA,"","","TG","Kamareddy"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",82,NA,"","","TG","Kamareddy"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",79.6,NA,"","","TG","Kamareddy"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",98,NA,"","","TG","Kamareddy"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",2,NA,"","","TG","Kamareddy"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",7.1,NA,"","","TG","Kamareddy"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Kamareddy"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Kamareddy"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Kamareddy"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1.4,NA,"","","TG","Kamareddy"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",72.8,NA,"Based on 25-49 unweighted cases","","TG","Kamareddy"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",37.7,NA,"","","TG","Kamareddy"
"68. Children under age 6 months exclusively breastfed16 (%)",54.2,NA,"Based on 25-49 unweighted cases","","TG","Kamareddy"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Kamareddy"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",7.5,NA,"","","TG","Kamareddy"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Kamareddy"
"72. Total children age 6-23 months receiving an adequate diet16, 17 (%)",11.7,NA,"","","TG","Kamareddy"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",33.4,NA,"","","TG","Kamareddy"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",34.5,NA,"","","TG","Kamareddy"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",17.9,NA,"","","TG","Kamareddy"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",43.9,NA,"","","TG","Kamareddy"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",3.1,NA,"","","TG","Kamareddy"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",21.7,NA,"","","TG","Kamareddy"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",21,NA,"","","TG","Kamareddy"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",41.3,NA,"","","TG","Kamareddy"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",71.6,NA,"","","TG","Kamareddy"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",59.5,NA,"","","TG","Kamareddy"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Kamareddy"
"84. All women age 15-49 years who are anaemic22 (%)",58.9,NA,"","","TG","Kamareddy"
"85. All women age 15-19 years who are anaemic22 (%)",65.5,NA,"","","TG","Kamareddy"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",5.4,NA,"","","TG","Kamareddy"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",5.8,NA,"","","TG","Kamareddy"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",12.9,NA,"","","TG","Kamareddy"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",6.9,NA,"","","TG","Kamareddy"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",8.9,NA,"","","TG","Kamareddy"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",17.5,NA,"","","TG","Kamareddy"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",14.3,NA,"","","TG","Kamareddy"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",6.8,NA,"","","TG","Kamareddy"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",27.7,NA,"","","TG","Kamareddy"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",16.9,NA,"","","TG","Kamareddy"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",8.1,NA,"","","TG","Kamareddy"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",29.1,NA,"","","TG","Kamareddy"
"98. Ever undergone a screening test for cervical cancer (%)",2,NA,"","","TG","Kamareddy"
"99. Ever undergone a breast examination for breast cancer (%)",0.6,NA,"","","TG","Kamareddy"
"100. Ever undergone an oral cavity examination for oral cancer (%)",1.6,NA,"","","TG","Kamareddy"
"101. Women age 15 years and above who use any kind of tobacco (%)",5.6,NA,"","","TG","Kamareddy"
"102. Men age 15 years and above who use any kind of tobacco (%)",25.7,NA,"","","TG","Kamareddy"
"103. Women age 15 years and above who consume alcohol (%)",16.7,NA,"","","TG","Kamareddy"
"104. Men age 15 years and above who consume alcohol (%)",41.8,NA,"","","TG","Kamareddy"
"1. Female population age 6 years and above who ever attended school (%)",63.6,NA,"","","TG","Karimnagar"
"2. Population below age 15 years (%)",20.1,NA,"","","TG","Karimnagar"
"3. Sex ratio of the total population (females per 1,000 males)",1065,NA,"","","TG","Karimnagar"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",933,NA,"","","TG","Karimnagar"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",88.7,NA,"","","TG","Karimnagar"
"6. Deaths in the last 3 years registered with the civil authority (%)",66.4,NA,"","","TG","Karimnagar"
"7. Population living in households with electricity (%)",99.7,NA,"","","TG","Karimnagar"
"8. Population living in households with an improved drinking-water source1 (%)",98.3,NA,"","","TG","Karimnagar"
"9. Population living in households that use an improved sanitation facility2 (%)",78.8,NA,"","","TG","Karimnagar"
"10. Households using clean fuel for cooking3 (%)",94.9,NA,"","","TG","Karimnagar"
"11. Households using iodized salt (%)",99.1,NA,"","","TG","Karimnagar"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",58.6,NA,"","","TG","Karimnagar"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",16.4,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"14. Women who are literate4 (%)",70.3,NA,"","","TG","Karimnagar"
"15. Women with 10 or more years of schooling (%)",50.8,NA,"","","TG","Karimnagar"
"16. Women age 20-24 years married before age 18 years (%)",11.9,NA,"","","TG","Karimnagar"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",1.1,NA,"","","TG","Karimnagar"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",7.6,NA,"","","TG","Karimnagar"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",94.1,NA,"","","TG","Karimnagar"
"20. Any method6 (%)",56.8,NA,"","","TG","Karimnagar"
"21. Any modern method6 (%)",56.4,NA,"","","TG","Karimnagar"
"22. Female sterilization (%)",44.4,NA,"","","TG","Karimnagar"
"23. Male sterilization (%)",10.9,NA,"","","TG","Karimnagar"
"24. IUD/PPIUD (%)",0.1,NA,"","","TG","Karimnagar"
"25. Pill (%)",0.1,NA,"","","TG","Karimnagar"
"26. Condom (%)",0.6,NA,"","","TG","Karimnagar"
"27. Injectables (%)",0,NA,"","","TG","Karimnagar"
"28. Total unmet need7 (%)",10,NA,"","","TG","Karimnagar"
"29. Unmet need for spacing7 (%)",2.9,NA,"","","TG","Karimnagar"
"30. Health worker ever talked to female non-users about family planning (%)",14.5,NA,"","","TG","Karimnagar"
"31. Current users ever told about side effects of current method8 (%)",24.3,NA,"","","TG","Karimnagar"
"32. Mothers who had an antenatal check-up in the first trimester (%)",92.3,NA,"","","TG","Karimnagar"
"33. Mothers who had at least 4 antenatal care visits (%)",69.6,NA,"","","TG","Karimnagar"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",85.2,NA,"","","TG","Karimnagar"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",48.8,NA,"","","TG","Karimnagar"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",38.6,NA,"","","TG","Karimnagar"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",88.2,NA,"","","TG","Karimnagar"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",89.5,NA,"","","TG","Karimnagar"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",4573,NA,"","","TG","Karimnagar"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Karimnagar"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",95.9,NA,"","","TG","Karimnagar"
"42. Institutional births (%)",98.4,NA,"","","TG","Karimnagar"
"43. Institutional births in public facility (%)",34.2,NA,"","","TG","Karimnagar"
"44. Home births that were conducted by skilled health personnel10 (%)",1.6,NA,"","","TG","Karimnagar"
"45. Births attended by skilled health personnel10 (%)",86.9,NA,"","","TG","Karimnagar"
"46. Births delivered by caesarean section (%)",82.4,NA,"","","TG","Karimnagar"
"47. Births in a private health facility that were delivered by caesarean section (%)",92.8,NA,"","","TG","Karimnagar"
"48. Births in a public health facility that were delivered by caesarean section (%)",66.8,NA,"","","TG","Karimnagar"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",73.4,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",74.5,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"51. Children age 12-23 months who have received BCG (%)",95.8,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",82.1,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",88.5,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",94,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",26.7,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",2.6,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",88.5,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",79.8,NA,"","","TG","Karimnagar"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",89.3,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",10.7,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",13.5,NA,"","","TG","Karimnagar"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",59.2,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",36.8,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",75.9,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.1,NA,"","","TG","Karimnagar"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",70.3,NA,"","","TG","Karimnagar"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",30.3,NA,"","","TG","Karimnagar"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Karimnagar"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Karimnagar"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",5.2,NA,"","","TG","Karimnagar"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Karimnagar"
"72. Total children age 6-23 months receiving an adequate diet16, 17 (%)",10.3,NA,"","","TG","Karimnagar"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",30.3,NA,"","","TG","Karimnagar"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",13.9,NA,"","","TG","Karimnagar"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",4.8,NA,"","","TG","Karimnagar"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",27.5,NA,"","","TG","Karimnagar"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",5.9,NA,"","","TG","Karimnagar"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",20.6,NA,"","","TG","Karimnagar"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",28.8,NA,"","","TG","Karimnagar"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",30.4,NA,"","","TG","Karimnagar"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",70.8,NA,"","","TG","Karimnagar"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",61.1,NA,"","","TG","Karimnagar"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",61,NA,"Based on 25-49 unweighted cases","","TG","Karimnagar"
"84. All women age 15-49 years who are anaemic22 (%)",61.1,NA,"","","TG","Karimnagar"
"85. All women age 15-19 years who are anaemic22 (%)",73.2,NA,"","","TG","Karimnagar"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.2,NA,"","","TG","Karimnagar"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",8.5,NA,"","","TG","Karimnagar"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",16.8,NA,"","","TG","Karimnagar"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",6.6,NA,"","","TG","Karimnagar"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",10.9,NA,"","","TG","Karimnagar"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",20,NA,"","","TG","Karimnagar"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",11.8,NA,"","","TG","Karimnagar"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.8,NA,"","","TG","Karimnagar"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",25,NA,"","","TG","Karimnagar"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",19.5,NA,"","","TG","Karimnagar"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",8.6,NA,"","","TG","Karimnagar"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",34.7,NA,"","","TG","Karimnagar"
"98. Ever undergone a screening test for cervical cancer (%)",4.9,NA,"","","TG","Karimnagar"
"99. Ever undergone a breast examination for breast cancer (%)",0.1,NA,"","","TG","Karimnagar"
"100. Ever undergone an oral cavity examination for oral cancer (%)",1.6,NA,"","","TG","Karimnagar"
"101. Women age 15 years and above who use any kind of tobacco (%)",5.7,NA,"","","TG","Karimnagar"
"102. Men age 15 years and above who use any kind of tobacco (%)",19.3,NA,"","","TG","Karimnagar"
"103. Women age 15 years and above who consume alcohol (%)",5.6,NA,"","","TG","Karimnagar"
"104. Men age 15 years and above who consume alcohol (%)",49.8,NA,"","","TG","Karimnagar"
"1. Female population age 6 years and above who ever attended school (%)",61.8,NA,"","","TG","Khammam"
"2. Population below age 15 years (%)",19,NA,"","","TG","Khammam"
"3. Sex ratio of the total population (females per 1,000 males)",1061,NA,"","","TG","Khammam"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",905,NA,"","","TG","Khammam"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",94.4,NA,"","","TG","Khammam"
"6. Deaths in the last 3 years registered with the civil authority (%)",86.4,NA,"","","TG","Khammam"
"7. Population living in households with electricity (%)",99.7,NA,"","","TG","Khammam"
"8. Population living in households with an improved drinking-water source1 (%)",98.4,NA,"","","TG","Khammam"
"9. Population living in households that use an improved sanitation facility2 (%)",84.5,NA,"","","TG","Khammam"
"10. Households using clean fuel for cooking3 (%)",97.1,NA,"","","TG","Khammam"
"11. Households using iodized salt (%)",96.6,NA,"","","TG","Khammam"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",60.4,NA,"","","TG","Khammam"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",8.6,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"14. Women who are literate4 (%)",66.3,NA,"","","TG","Khammam"
"15. Women with 10 or more years of schooling (%)",40.9,NA,"","","TG","Khammam"
"16. Women age 20-24 years married before age 18 years (%)",35,NA,"","","TG","Khammam"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",1.4,NA,"","","TG","Khammam"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",10.9,NA,"","","TG","Khammam"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",95.4,NA,"","","TG","Khammam"
"20. Any method6 (%)",78.7,NA,"","","TG","Khammam"
"21. Any modern method6 (%)",76.2,NA,"","","TG","Khammam"
"22. Female sterilization (%)",73.8,NA,"","","TG","Khammam"
"23. Male sterilization (%)",0.4,NA,"","","TG","Khammam"
"24. IUD/PPIUD (%)",0.2,NA,"","","TG","Khammam"
"25. Pill (%)",0.4,NA,"","","TG","Khammam"
"26. Condom (%)",0.8,NA,"","","TG","Khammam"
"27. Injectables (%)",0,NA,"","","TG","Khammam"
"28. Total unmet need7 (%)",3.3,NA,"","","TG","Khammam"
"29. Unmet need for spacing7 (%)",1.3,NA,"","","TG","Khammam"
"30. Health worker ever talked to female non-users about family planning (%)",25.8,NA,"","","TG","Khammam"
"31. Current users ever told about side effects of current method8 (%)",54.9,NA,"","","TG","Khammam"
"32. Mothers who had an antenatal check-up in the first trimester (%)",84.9,NA,"","","TG","Khammam"
"33. Mothers who had at least 4 antenatal care visits (%)",76.3,NA,"","","TG","Khammam"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",97.3,NA,"","","TG","Khammam"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",66.7,NA,"","","TG","Khammam"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",34.9,NA,"","","TG","Khammam"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",99.4,NA,"","","TG","Khammam"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",93.2,NA,"","","TG","Khammam"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3771,NA,"","","TG","Khammam"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Khammam"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",91.5,NA,"","","TG","Khammam"
"42. Institutional births (%)",97.9,NA,"","","TG","Khammam"
"43. Institutional births in public facility (%)",39,NA,"","","TG","Khammam"
"44. Home births that were conducted by skilled health personnel10 (%)",0.5,NA,"","","TG","Khammam"
"45. Births attended by skilled health personnel10 (%)",93.2,NA,"","","TG","Khammam"
"46. Births delivered by caesarean section (%)",69.2,NA,"","","TG","Khammam"
"47. Births in a private health facility that were delivered by caesarean section (%)",78,NA,"","","TG","Khammam"
"48. Births in a public health facility that were delivered by caesarean section (%)",59.7,NA,"","","TG","Khammam"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",86.6,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",94.3,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"51. Children age 12-23 months who have received BCG (%)",95,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",89.2,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",92.4,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",95,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",31.5,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",2.7,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",92.4,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",70.9,NA,"","","TG","Khammam"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",96.1,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",4,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",6.7,NA,"","","TG","Khammam"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Khammam"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Khammam"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Khammam"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",9.3,NA,"","","TG","Khammam"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",73.3,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",30.6,NA,"","","TG","Khammam"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Khammam"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Khammam"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",7.2,NA,"Based on 25-49 unweighted cases","","TG","Khammam"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Khammam"
